name,raw_mean,raw_icir,half_life,decay_lambda,y2026_ic,y2026_icir,y2026_n,y2025_ic,y2025_icir,y2024_ic,ind_ic,ind_icir,size_ic,size_icir,both_ic,both_icir,m2026_mean,m2026_n
factor_vol_price_coherence_v2,0.03826390415199436,0.425663116697626,0.36531721406734474,1.897384393258201,0.025048668423388765,0.27235885457012915,114,0.04370950500141564,0.5979440992919477,0.045600803229145136,0.03529718868772781,0.5598417269743559,0.03797794438562416,0.45232155809974695,0.0350724497471633,0.625192631552137,0.024598354614274686,6
factor_simplified_fear_pressure,0.03183259605193075,0.30166142917920313,0.4251627976934864,1.630310046693355,0.01001224793402581,0.10282705906505038,114,0.03792357185370561,0.39311061159362787,0.03742419380492087,0.028824689053405596,0.37988263522816407,0.03244477055296612,0.339452545024586,0.029307759005850635,0.45642831291589814,0.008382181947201962,6
factor_liquidity_adaptive_momentum,0.032495546079042925,0.24250373759029947,0.3948294057075985,1.7555611880470574,-0.003702873696764019,-0.02718165223882596,114,0.04248808705322807,0.36463637545274463,0.04342051838723992,0.028927658800174293,0.3112396016982617,0.031051130615722483,0.25381127535146875,0.02731517322780156,0.34692480401688197,-0.005181930971522132,6
factor_intraday_reversal_vol_intensity,0.035257172766663035,0.2634926903339,0.29660320996355977,2.336951041915913,0.010604861741520486,0.08453765034650876,114,0.045224784899062544,0.3709892874136924,0.034376944335291655,0.03184490499412838,0.326156424372101,0.03652003707710501,0.30784395775758205,0.032946070769682256,0.4135119063241578,0.00974946099801229,6
factor_squared_range_close_ema_cuberoot,0.04559238020193663,0.2559546793353247,0.497481503866956,1.3933124652315056,0.003148919382216653,0.01594176041297779,114,0.04368107366422256,0.23469852961142365,0.05741093435159885,0.04255435081740637,0.3937883980233749,0.04193143685884665,0.23917646787966756,0.03929575682524107,0.3778680940814996,0.004358636770995815,6
factor_asym_vol_gated,0.03714268011032892,0.4953668943702827,0.8762940082270334,0.7909984252458362,0.025267712530360684,0.35770827984538067,114,0.04252462937494256,0.5827680899316062,0.045501592292356355,0.035095779037330924,0.6054734932636366,0.036113333096209795,0.5534407537344302,0.03416183525693329,0.7440084201942267,0.024867612601174465,6
factor_lag_vol_volatility_adjusted_gate,0.04451208763328626,0.3765676204296806,0.46084892818007633,1.504065949110982,0.01747603973272126,0.15107306920275004,114,0.053994614155218175,0.41383479274147184,0.053790110482732016,0.035945858209483816,0.4701004105784662,0.045245262487787215,0.4063334787991563,0.03711588793252371,0.4983958962984938,0.016467084007888794,6
factor_volume_adaptive_momentum,0.03841986533214936,0.2722988262539541,0.39342462264771244,1.7618296889887748,0.0019298751030669386,0.014468916325882587,114,0.055351124841280075,0.44794993137448696,0.03904608595542587,0.03464971686185625,0.33283441855788226,0.03794600226739372,0.2979654823135705,0.033928701928920495,0.39021943846192136,0.00034800161668625704,6
factor_downside_vol_asymmetry_smoothed,0.029816627568462522,0.2544726375537661,1.2547861787525898,0.552402626277744,0.0021437842018722803,0.01807244436755145,114,0.034576332582768154,0.3226675681818228,0.04418219206799973,0.027833140466527538,0.3235462520621462,0.02865585136333028,0.2679754388213911,0.026507472835950972,0.3618733177580088,0.0013165533099542513,6
factor_lag_response_vol_tool_adaptive,0.04337941570445797,0.3674572354667204,0.4658136679496353,1.48803529877292,0.017608201222928926,0.15291505389014154,114,0.05271221497170712,0.4055983460394177,0.05316897216658084,0.034616847485823866,0.4519077269942259,0.04416002152695455,0.3912970779061291,0.036164417051352316,0.47070935795058466,0.016564568620342484,6
factor_ema_vol_asymmetry_rank,0.0461822938573473,0.34778135597052406,0.24111032302373003,2.8748133711874537,0.007621101262795803,0.05987896192408742,114,0.06336697660756677,0.5305570135923505,0.049063599710382474,0.0387864853373659,0.40530399153510055,0.04346851760672131,0.36958805193735816,0.03651172449198732,0.4595863518831537,0.007917485628092495,6
factor_drawdown_volume_complexity,0.0008457116235919725,0.0078061831135200375,0.4335270149973933,1.5988557957895957,0.01775357206400928,0.16201884142455827,114,-0.009126196108473114,-0.08623049636762839,-0.0016552379572821354,0.002687817391497192,0.03403850431132865,0.0020475450283007524,0.02027709473247433,0.0038078192092193363,0.05411965347316481,0.018316325893904185,6
factor_vol_gated_herding_mutated,0.028896422167914902,0.21993208202384712,0.33036968465214317,2.0980955964218757,0.0021795515588704543,0.016562996587221747,114,0.03763472259110955,0.32691152892774034,0.0322571327044446,0.023890734842641263,0.2817376128756982,0.0299112994171892,0.2575078179035219,0.02444482123725506,0.34597605684471544,0.0012652983248485556,6
factor_direction_volume_shape_mut2,0.016230081591318567,0.21251266468251442,1.0990213286326451,0.630694930572757,0.01370374567546223,0.16720251488332374,114,0.025863843301584026,0.30874748388675766,0.012658443321506254,0.014082574709990456,0.2886422631342686,0.0159059770951676,0.22506835632453806,0.013940634595164314,0.32516617334885656,0.014379420773528445,6
factor_rsi_volume_confirmed_reversal,0.03720739457936342,0.2718250643145143,0.3973991820919075,1.7442088755976337,0.0033415106063540475,0.024091478103871,114,0.04618724108214602,0.4029717002171824,0.051396453408170235,0.03276630594852837,0.3287868477228979,0.036512269199593626,0.2937501182951708,0.032186717367325084,0.3792492838207426,0.003044450884147664,6
factor_stress_volume_cont_weight_cont_dir_w20_clip3_w40_ewm15,0.006037570342834385,0.0739712885223521,nan,nan,0.002257649690366816,0.02717699662304395,114,0.008524780305178363,0.10223096319438282,-0.00030207108779143455,0.0037914566193132716,0.06370085162298246,0.007140463133133045,0.09498403381935389,0.004694048017623777,0.08910968591900074,0.0032718818971058665,6
factor_stress_range_volume_surge,0.04724633481763245,0.43110230889541157,0.4303148292069882,1.610790829210607,0.025462481651080074,0.23931921501305775,114,0.05090355355651569,0.4783203613101534,0.04357831237333394,0.038573483505058466,0.563689588033483,0.04742238148912292,0.47165860578552776,0.03923802558955922,0.6059787099247772,0.025090336472349397,6
factor_crossover_herding_stress_span12_volrank_clip3,0.04959637476865713,0.4065146251193694,0.11785915275427516,5.881148509569635,0.013327367889673251,0.10721530063725973,114,0.06352341211590967,0.6203193051797268,0.056783324951037634,0.04287273603818986,0.48319981458514927,0.04917631085543669,0.4536232832422194,0.042676196672789705,0.5747908191785137,0.013114337294050336,6
factor_crash_vol_body_asym,0.019662772753537314,0.16523257382762072,nan,nan,0.010700624738881415,0.08918450107873793,114,0.018292952729767296,0.15033044227948433,0.015977563624469816,0.01827514322374493,0.2196799260601907,0.020320571381875163,0.18722599134356166,0.018948491895029042,0.2705581082399555,0.011436351951581575,6
