factor_name,display_name,rank_ic_close_改VWAP前,rank_ic_vwap_改VWAP后,rank_ic_vwap_行业中性,rank_ic_vwap_市值中性,rank_ic_vwap_行业市值双中性,变化_close到vwap,变化_vwap到行业中性,变化_vwap到市值中性,变化_vwap到双中性,rank_icir_close_改VWAP前,rank_icir_vwap_改VWAP后,rank_icir_vwap_行业中性,rank_icir_vwap_市值中性,rank_icir_vwap_行业市值双中性,变化_rankicir_close到vwap,变化_rankicir_vwap到行业中性,变化_rankicir_vwap到市值中性,变化_rankicir_vwap到双中性,rank_ic_2026_中性化前,rank_ic_2026_行业中性,rank_ic_2026_市值中性,变化_2026_原始到行业中性,变化_2026_原始到市值中性,变化_2026_原始到双中性,rank_icir_2026_中性化前,rank_icir_2026_行业中性,rank_icir_2026_市值中性,变化_rankicir_2026_原始到行业中性,变化_rankicir_2026_原始到市值中性,变化_rankicir_2026_原始到双中性,rank_ic_2026_交易日数,rank_ic_2019_行业市值双中性,rank_icir_2019_行业市值双中性,rank_ic_2020_行业市值双中性,rank_icir_2020_行业市值双中性,rank_ic_2021_行业市值双中性,rank_icir_2021_行业市值双中性,rank_ic_2022_行业市值双中性,rank_icir_2022_行业市值双中性,rank_ic_2023_行业市值双中性,rank_icir_2023_行业市值双中性,rank_ic_2024_行业市值双中性,rank_icir_2024_行业市值双中性,rank_ic_2025_行业市值双中性,rank_icir_2025_行业市值双中性,rank_ic_2026_行业市值双中性,rank_icir_2026_行业市值双中性,备注
factor_vwap_adjusted_range_tanh_smooth,factor_vwap_adjusted_range_tanh_smooth,0.072307,0.057495,0.050613,0.058129,0.051121,-0.014812,-0.006882,0.000634,-0.006374,0.512896,0.438256,0.624892,0.476766,0.688265,-0.074640,0.186636,0.038510,0.250009,0.023591,0.022418,0.021996,-0.001173,-0.001594,-0.001824,0.164513,0.272912,0.160313,0.108399,-0.004199,0.115009,114,0.060078,0.898238,0.042536,0.496245,0.047716,0.635520,0.055051,0.752054,0.057261,1.040558,0.050604,0.603136,0.059443,0.872056,0.021766,0.279522,
factor_vwap_adjusted_range_tanh_mutated_v2,factor_vwap_adjusted_range_tanh_mutated_v2,0.071248,0.056696,0.049596,0.057316,0.050182,-0.014552,-0.007100,0.000620,-0.006514,0.515347,0.439989,0.616720,0.482878,0.684696,-0.075358,0.176731,0.042889,0.244707,0.024745,0.022759,0.022880,-0.001985,-0.001865,-0.003265,0.179372,0.291615,0.171950,0.112243,-0.007422,0.107002,114,0.056179,0.801553,0.041774,0.504466,0.046712,0.644042,0.054410,0.753199,0.056694,1.010511,0.050170,0.600852,0.059138,0.889382,0.021480,0.286374,
factor_persistence_ewma,factor_persistence_ewma,0.055720,0.054157,0.049681,0.054655,0.049988,-0.001562,-0.004476,0.000497,-0.004169,0.335181,0.343948,0.480645,0.375195,0.550741,0.008767,0.136697,0.031247,0.206793,0.019119,0.025158,0.018880,0.006039,-0.000238,0.005887,0.112776,0.257086,0.115524,0.144310,0.002748,0.157114,114,0.048065,0.516088,0.044675,0.437273,0.050073,0.557145,0.055445,0.675818,0.056954,0.922036,0.048805,0.486691,0.057656,0.601046,0.025006,0.269890,
factor_mut_hc004_volpctrank_s12_clip2_5_volwin6,factor_mut_hc004_volpctrank_s12_clip2_5_volwin6,0.056045,0.054049,0.047039,0.053495,0.046701,-0.001995,-0.007010,-0.000555,-0.007349,0.419779,0.435184,0.527484,0.484031,0.628609,0.015405,0.092299,0.048847,0.193425,0.016339,0.016597,0.022060,0.000258,0.005721,0.006468,0.129163,0.205297,0.208326,0.076134,0.079163,0.193366,114,0.057514,0.837470,0.044972,0.593957,0.047164,0.734836,0.042846,0.621925,0.045791,0.686426,0.044870,0.431886,0.055596,0.903992,0.022808,0.322529,
factor_vol_price_log_range_gate_clipped_10day_mut_003,extra20:factor_vol_price_log_range_gate_clipped_10day_mut_003,,0.052149,0.047172,0.051263,0.046387,,-0.004977,-0.000886,-0.005762,,0.418675,0.509710,0.459601,0.601547,,0.091035,0.040925,0.182872,0.018496,0.017439,0.022202,-0.001057,0.003706,0.003163,0.145939,0.202992,0.203065,0.057054,0.057126,0.157541,114,0.058006,0.810550,0.042554,0.512750,0.043361,0.606977,0.044736,0.625722,0.044660,0.671425,0.046871,0.446735,0.057019,0.932744,0.021659,0.303480,无close基线
factor_persistence,factor_persistence,0.053142,0.051942,0.047377,0.052303,0.047579,-0.001200,-0.004565,0.000361,-0.004363,0.325811,0.337712,0.472234,0.366977,0.538763,0.011900,0.134522,0.029266,0.201051,0.017784,0.022591,0.017560,0.004808,-0.000224,0.004638,0.107629,0.236084,0.110219,0.128455,0.002590,0.139707,114,0.047325,0.520652,0.042834,0.427939,0.046411,0.529292,0.052809,0.658945,0.054626,0.895318,0.046934,0.493449,0.053964,0.576948,0.022422,0.247336,
week2_vol_quantile_stress,week2:vol_quantile_stress,0.054023,0.051802,0.035276,0.041684,0.031410,-0.002222,-0.016526,-0.010118,-0.020391,0.417737,0.425688,0.425395,0.371449,0.431187,0.007950,-0.000293,-0.054239,0.005500,0.009478,0.014341,0.010661,0.004863,0.001183,0.006553,0.075290,0.171638,0.110376,0.096347,0.035086,0.113570,114,0.049125,0.852552,0.032061,0.525418,0.031452,0.474155,0.020086,0.274804,0.031287,0.399730,0.024849,0.301840,0.038152,0.496218,0.016032,0.188861,
factor_vol_price_log_range_gate_clipped_boost_5day_mut_001,weekly:factor_vol_price_log_range_gate_clipped_boost_5day_mut_001,,0.051662,0.047173,0.051065,0.046690,,-0.004489,-0.000597,-0.004972,,0.409792,0.500210,0.451761,0.592363,,0.090418,0.041968,0.182570,0.018076,0.017096,0.021876,-0.000980,0.003800,0.003322,0.140137,0.191812,0.195291,0.051675,0.055154,0.147194,114,0.056707,0.770772,0.041983,0.492851,0.044387,0.608836,0.044546,0.599897,0.045320,0.665341,0.047454,0.451918,0.058863,0.930947,0.021398,0.287331,无close基线
factor_lag_vol_ratio_smoothed_v2,factor_lag_vol_ratio_smoothed_v2,0.053358,0.050908,0.037595,0.048459,0.035821,-0.002450,-0.013313,-0.002448,-0.015087,0.455528,0.468750,0.494892,0.478849,0.491094,0.013223,0.026141,0.010098,0.022343,0.017142,0.009826,0.023856,-0.007316,0.006714,-0.000959,0.134592,0.140267,0.234958,0.005675,0.100367,0.152322,114,0.048836,0.841816,0.030852,0.449560,0.026066,0.359283,0.039123,0.556008,0.033344,0.399431,0.039011,0.439004,0.045800,0.717848,0.016183,0.286914,
factor_lag_vol_robust_volratio,factor_lag_vol_robust_volratio,0.053728,0.050651,0.037254,0.048160,0.035700,-0.003077,-0.013397,-0.002491,-0.014950,0.473893,0.482404,0.485303,0.470932,0.470811,0.008511,0.002898,-0.011472,-0.011594,0.016674,0.008565,0.028692,-0.008109,0.012018,0.002285,0.138785,0.127705,0.275636,-0.011080,0.136850,0.137353,114,0.052832,0.932138,0.030410,0.458163,0.024800,0.376311,0.038995,0.542572,0.030997,0.354306,0.036827,0.370570,0.045501,0.641404,0.018959,0.276139,
week2_intraday_vol_surge,week2:intraday_vol_surge,0.052808,0.050184,0.045466,0.049856,0.045134,-0.002625,-0.004718,-0.000328,-0.005050,0.406827,0.414941,0.535079,0.448790,0.612842,0.008114,0.120138,0.033849,0.197901,0.017594,0.018109,0.019286,0.000515,0.001692,0.002074,0.137042,0.213552,0.172954,0.076510,0.035912,0.138820,114,0.053508,0.823640,0.039666,0.514798,0.042071,0.578418,0.046650,0.696712,0.046145,0.687783,0.045314,0.467318,0.054543,0.887917,0.019668,0.275862,
factor_squared_range_volume_rank_smoothed_no_cuberoot,factor_squared_range_volume_rank_smoothed_no_cuberoot,0.055410,0.050130,0.033538,0.032575,0.025584,-0.005280,-0.016592,-0.017555,-0.024546,0.313489,0.297440,0.444184,0.217799,0.347740,-0.016049,0.146745,-0.079641,0.050300,0.007648,0.011159,0.004180,0.003511,-0.003468,0.004457,0.040973,0.158451,0.032183,0.117478,-0.008790,0.130655,114,0.035932,0.626470,0.015393,0.216164,0.009165,0.122548,0.023976,0.317085,0.034495,0.424835,0.035672,0.466513,0.032001,0.454506,0.012105,0.171628,
factor_vol_surge_regime_gated,weekly:factor_vol_surge_regime_gated,,0.049933,0.045615,0.049470,0.045235,,-0.004317,-0.000463,-0.004698,,0.450928,0.570892,0.495092,0.677492,,0.119963,0.044163,0.226564,0.017053,0.017814,0.018613,0.000762,0.001560,0.001956,0.148977,0.235995,0.187830,0.087018,0.038853,0.152937,114,0.055856,0.944876,0.038976,0.543662,0.042558,0.664479,0.045075,0.753812,0.047844,0.826697,0.046567,0.521548,0.052088,0.912973,0.019009,0.301914,无close基线
factor_crossover_herding_stress_span12_volrank_clip3,extra20:factor_crossover_herding_stress_span12_volrank_clip3,,0.049596,0.042873,0.049176,0.042676,,-0.006724,-0.000420,-0.006920,,0.406515,0.483200,0.453623,0.574791,,0.076685,0.047109,0.168276,0.013327,0.014044,0.017673,0.000716,0.004345,0.005741,0.107689,0.173890,0.170508,0.066201,0.062819,0.158567,114,0.054474,0.785916,0.040527,0.538731,0.043417,0.691237,0.038713,0.561986,0.042259,0.626376,0.040100,0.388495,0.050289,0.803925,0.019068,0.266256,无close基线
factor_mut_hc004_volpctrank_w8,weekly:factor_mut_hc004_volpctrank_w8,,0.049596,0.042873,0.049176,0.042676,,-0.006724,-0.000420,-0.006920,,0.406515,0.483200,0.453623,0.574791,,0.076685,0.047109,0.168276,0.013327,0.014044,0.017673,0.000716,0.004345,0.005741,0.107689,0.173890,0.170508,0.066201,0.062819,0.158567,114,0.054474,0.785916,0.040527,0.538731,0.043417,0.691237,0.038713,0.561986,0.042259,0.626376,0.040100,0.388495,0.050289,0.803925,0.019068,0.266256,无close基线
factor_tanh_thrust_dynamic_smooth,factor_tanh_thrust_dynamic_smooth,0.050140,0.049525,0.042447,0.050656,0.043372,-0.000615,-0.007078,0.001131,-0.006153,0.400193,0.427380,0.555414,0.477434,0.640714,0.027187,0.128035,0.050055,0.213334,0.021054,0.015732,0.024816,-0.005322,0.003762,-0.002570,0.164253,0.218983,0.214270,0.054730,0.050018,0.132441,114,0.047977,0.768635,0.040386,0.570845,0.035629,0.619739,0.045272,0.864638,0.041615,0.677794,0.047272,0.507327,0.057580,0.875538,0.018484,0.296694,
factor_intraday_volume_tanh,extra20:factor_intraday_volume_tanh,,0.049423,0.044107,0.050034,0.044720,,-0.005317,0.000611,-0.004704,,0.420601,0.536570,0.464710,0.624693,,0.115969,0.044109,0.204092,0.019650,0.018416,0.023157,-0.001234,0.003507,0.001945,0.157536,0.229400,0.212411,0.071864,0.054875,0.158555,114,0.054304,0.885659,0.038741,0.531753,0.043150,0.618152,0.044243,0.680573,0.046109,0.681192,0.044031,0.458948,0.054019,0.905360,0.021595,0.316090,无close基线
alphasage_b0e9545fa66ab30a,alphasage_b0e9545fa66ab30a,0.046639,0.049356,0.041927,0.048453,0.041423,0.002716,-0.007428,-0.000903,-0.007932,0.318343,0.359640,0.533059,0.377013,0.561273,0.041296,0.173419,0.017373,0.201633,0.019414,0.024350,0.021745,0.004936,0.002330,0.007955,0.129652,0.318213,0.163161,0.188561,0.033509,0.241522,114,0.044120,0.565017,0.030641,0.432662,0.036132,0.609244,0.047391,0.708046,0.050629,0.837177,0.038038,0.427856,0.049656,0.593732,0.027369,0.371173,
factor_volume_pressure_ewm_smooth,extra20:factor_volume_pressure_ewm_smooth,,0.048662,0.044872,0.048995,0.045220,,-0.003790,0.000333,-0.003441,,0.392763,0.498327,0.433473,0.587112,,0.105564,0.040710,0.194349,0.018008,0.017718,0.019358,-0.000290,0.001350,0.000689,0.143781,0.209185,0.174862,0.065405,0.031081,0.114010,114,0.054830,0.777061,0.038515,0.469655,0.042674,0.577692,0.045505,0.631707,0.047017,0.677309,0.045311,0.450902,0.055144,0.873577,0.018697,0.257791,无close基线
week2_herd_stress_cross,week2:herd_stress_cross,0.050422,0.048635,0.032594,0.038891,0.028508,-0.001787,-0.016041,-0.009744,-0.020128,0.355005,0.366260,0.401044,0.313464,0.373838,0.011254,0.034784,-0.052795,0.007578,0.012643,0.011311,0.012013,-0.001332,-0.000631,0.000552,0.093680,0.140414,0.118701,0.046733,0.025021,0.072822,114,0.042968,0.754095,0.027147,0.424485,0.028671,0.412683,0.023603,0.311740,0.026896,0.318737,0.018454,0.199221,0.039166,0.494180,0.013196,0.166503,
week2_vol_weight_range_clip10,week2:vol_weight_range_clip10,0.050926,0.048283,0.040673,0.046067,0.039171,-0.002643,-0.007611,-0.002216,-0.009112,0.408173,0.417360,0.486792,0.423818,0.505359,0.009187,0.069432,0.006457,0.087999,0.018865,0.010917,0.025663,-0.007948,0.006798,-0.000660,0.158432,0.141006,0.223592,-0.017427,0.065160,0.050599,114,0.050620,0.793857,0.035058,0.471120,0.035492,0.553997,0.035612,0.492648,0.035782,0.473219,0.043520,0.408482,0.047938,0.690505,0.018205,0.209031,
factor_volume_pressure_light_crossover,extra20:factor_volume_pressure_light_crossover,,0.047771,0.043587,0.048252,0.044108,,-0.004183,0.000481,-0.003663,,0.398580,0.503801,0.440609,0.592325,,0.105221,0.042029,0.193745,0.019539,0.018018,0.021047,-0.001521,0.001508,-0.000385,0.160809,0.221336,0.194789,0.060527,0.033980,0.111260,114,0.053293,0.782028,0.037142,0.472851,0.041503,0.582793,0.044243,0.638008,0.046235,0.689622,0.043321,0.442803,0.054733,0.891583,0.019155,0.272069,无close基线
factor_intraday_return_volume_surge,extra20:factor_intraday_return_volume_surge,,0.047699,0.043679,0.047749,0.043707,,-0.004020,0.000050,-0.003992,,0.394129,0.509341,0.431024,0.593013,,0.115212,0.036895,0.198884,0.016577,0.017269,0.018058,0.000692,0.001482,0.001919,0.133701,0.209219,0.166331,0.075519,0.032630,0.129930,114,0.054005,0.802028,0.037714,0.475683,0.040894,0.571876,0.043800,0.640371,0.045044,0.679836,0.044240,0.467096,0.052085,0.849862,0.018496,0.263631,无close基线
week2_log_range_gate,week2:log_range_gate,0.051338,0.047646,0.036070,0.040133,0.031951,-0.003692,-0.011576,-0.007513,-0.015695,0.397657,0.389494,0.454350,0.359392,0.455802,-0.008163,0.064856,-0.030102,0.066308,0.010978,0.013714,0.015142,0.002736,0.004164,0.005714,0.088495,0.185088,0.154576,0.096592,0.066080,0.134506,114,0.045567,0.734532,0.027806,0.404360,0.032682,0.490121,0.022582,0.315773,0.034063,0.515351,0.023329,0.292709,0.044720,0.662443,0.016692,0.223001,
week2_log_range_gate_z10,week2:log_range_gate_z10,0.050748,0.047587,0.035438,0.039575,0.031129,-0.003161,-0.012149,-0.008012,-0.016457,0.395158,0.391422,0.441356,0.359295,0.443958,-0.003736,0.049934,-0.032127,0.052536,0.010922,0.013191,0.014938,0.002269,0.004017,0.005428,0.088862,0.177982,0.154448,0.089120,0.065586,0.126589,114,0.044825,0.732991,0.028189,0.410557,0.030943,0.458688,0.021928,0.307786,0.033373,0.500164,0.022576,0.284612,0.042942,0.634538,0.016349,0.215451,
factor_stress_range_volume_surge,weekly:factor_stress_range_volume_surge,,0.047246,0.038573,0.047422,0.039238,,-0.008673,0.000176,-0.008008,,0.431102,0.563690,0.471659,0.605979,,0.132587,0.040556,0.174876,0.025462,0.018031,0.019177,-0.007431,-0.006285,-0.011834,0.240376,0.314242,0.174604,0.073866,-0.065772,-0.035796,114,0.046604,0.796030,0.036260,0.552585,0.040561,0.716535,0.039870,0.623923,0.041554,0.697357,0.035935,0.445075,0.045895,0.754584,0.013628,0.204580,无close基线
factor_ema_vol_asymmetry_rank,factor_ema_vol_asymmetry_rank,0.044653,0.046182,0.038786,0.043469,0.036512,0.001529,-0.007396,-0.002714,-0.009671,0.316741,0.347781,0.405304,0.369588,0.459586,0.031041,0.057523,0.021807,0.111805,0.007621,0.007182,0.011060,-0.000439,0.003439,0.003254,0.060143,0.089326,0.108537,0.029183,0.048393,0.109763,114,0.047804,0.679806,0.034964,0.419324,0.035877,0.516936,0.031382,0.395784,0.036862,0.514760,0.034532,0.319405,0.047043,0.685026,0.010875,0.169906,
factor_mut_cross_vwpc_z10_clip2_v3,extra20:factor_mut_cross_vwpc_z10_clip2_v3,,0.045848,0.038097,0.044048,0.036849,,-0.007751,-0.001800,-0.008999,,0.414248,0.470862,0.430969,0.507513,,0.056613,0.016721,0.093264,0.018128,0.011855,0.023126,-0.006272,0.004998,0.000075,0.162819,0.161441,0.211773,-0.001378,0.048954,0.060674,114,0.048064,0.801345,0.035258,0.516400,0.035941,0.594132,0.033902,0.496487,0.033961,0.474200,0.034981,0.350618,0.044550,0.685692,0.018203,0.223493,无close基线
factor_vol_weighted_pct_range_clip_ema10,extra20:factor_vol_weighted_pct_range_clip_ema10,,0.045848,0.038097,0.044048,0.036849,,-0.007751,-0.001800,-0.008999,,0.414248,0.470862,0.430969,0.507513,,0.056613,0.016721,0.093264,0.018128,0.011855,0.023126,-0.006272,0.004998,0.000075,0.162819,0.161441,0.211773,-0.001378,0.048954,0.060674,114,0.048064,0.801345,0.035258,0.516400,0.035941,0.594132,0.033902,0.496487,0.033961,0.474200,0.034981,0.350618,0.044550,0.685692,0.018203,0.223493,无close基线
factor_squared_range_close_ema_cuberoot,factor_squared_range_close_ema_cuberoot,0.049982,0.045592,0.042554,0.041931,0.039296,-0.004389,-0.003038,-0.003661,-0.006297,0.267970,0.255955,0.393788,0.239176,0.377868,-0.012015,0.137834,-0.016778,0.121913,0.003149,0.008872,0.003164,0.005724,0.000016,0.007687,0.016012,0.083257,0.017309,0.067245,0.001296,0.100319,114,0.037011,0.444385,0.021797,0.186737,0.036055,0.344159,0.047848,0.398304,0.054515,0.619978,0.048934,0.437736,0.042325,0.440333,0.010836,0.116331,
factor_intraday_volume_tanh_short,extra20:factor_intraday_volume_tanh_short,,0.045385,0.040348,0.046498,0.041417,,-0.005038,0.001112,-0.003968,,0.376860,0.474704,0.425703,0.566520,,0.097844,0.048843,0.189660,0.018670,0.017017,0.019729,-0.001653,0.001059,-0.000225,0.154381,0.208409,0.181943,0.054028,0.027562,0.099628,114,0.050311,0.744041,0.038139,0.505411,0.041846,0.622881,0.038561,0.572059,0.041740,0.610742,0.042139,0.438802,0.048613,0.791849,0.018445,0.254009,无close基线
week2_stress_range_vol,week2:stress_range_vol,0.056996,0.045328,0.031854,0.029707,0.023529,-0.011668,-0.013474,-0.015621,-0.021799,0.367643,0.305691,0.414208,0.221757,0.328375,-0.061953,0.108517,-0.083933,0.022685,0.006720,0.012685,0.005939,0.005965,-0.000781,0.006489,0.041054,0.180914,0.052670,0.139859,0.011616,0.145956,114,0.034273,0.601245,0.018644,0.280210,0.011282,0.159420,0.022121,0.303844,0.028447,0.353947,0.028896,0.351146,0.025921,0.391472,0.013209,0.187011,
week2_intraday_vol_ratio,week2:intraday_vol_ratio,0.048712,0.044845,0.039709,0.045911,0.040708,-0.003868,-0.005135,0.001066,-0.004136,0.376655,0.372963,0.468163,0.421382,0.556815,-0.003692,0.095201,0.048419,0.183852,0.018557,0.017337,0.021514,-0.001219,0.002958,0.002025,0.153578,0.214440,0.195791,0.060862,0.042212,0.119251,114,0.047921,0.701666,0.035872,0.478637,0.040867,0.606488,0.038701,0.570802,0.041814,0.610342,0.041232,0.433053,0.047991,0.784951,0.020582,0.272830,
factor_lag_vol_volatility_adjusted_gate,factor_778,0.044735,0.044512,0.035946,0.045245,0.037116,-0.000223,-0.008566,0.000733,-0.007396,0.352716,0.376568,0.470100,0.406333,0.498396,0.023852,0.093533,0.029766,0.121828,0.017476,0.011352,0.033106,-0.006124,0.015630,0.008259,0.151740,0.175621,0.286118,0.023881,0.134378,0.183036,114,0.046586,0.655471,0.029561,0.403629,0.030055,0.523958,0.039997,0.669696,0.036864,0.521898,0.037808,0.367751,0.045540,0.618788,0.025735,0.334776,
factor_volume_trend_adjusted_impact,factor_89,0.046613,0.044499,0.033064,0.038076,0.029619,-0.002114,-0.011436,-0.006423,-0.014881,0.375267,0.383596,0.447676,0.353097,0.441126,0.008329,0.064080,-0.030499,0.057530,0.013342,0.015197,0.014682,0.001854,0.001339,0.004400,0.111254,0.215249,0.153841,0.103995,0.042587,0.134124,114,0.040820,0.761139,0.023754,0.378315,0.031396,0.478685,0.024336,0.356272,0.032767,0.467703,0.022750,0.296544,0.037043,0.567514,0.017742,0.245377,
factor_mut_cross_vwpc_z10_clip2_span8_v1,extra20:factor_mut_cross_vwpc_z10_clip2_span8_v1,,0.044143,0.036357,0.042485,0.035218,,-0.007785,-0.001658,-0.008925,,0.392308,0.447012,0.412346,0.485146,,0.054704,0.020038,0.092838,0.015238,0.011599,0.018986,-0.003639,0.003748,0.001967,0.135258,0.155947,0.171708,0.020689,0.036450,0.076230,114,0.044669,0.722614,0.034889,0.515006,0.034661,0.573034,0.032990,0.481338,0.031630,0.441380,0.033626,0.339556,0.042480,0.653548,0.017205,0.211488,无close基线
factor_volume_weighted_price_change,extra20:factor_volume_weighted_price_change,,0.044074,0.035684,0.042451,0.034444,,-0.008390,-0.001624,-0.009630,,0.404439,0.447249,0.420479,0.475556,,0.042810,0.016040,0.071117,0.016970,0.010540,0.022189,-0.006430,0.005219,-0.000594,0.156438,0.145220,0.205524,-0.011218,0.049086,0.041709,114,0.045756,0.790960,0.033262,0.510628,0.034066,0.572515,0.031475,0.469987,0.031795,0.428667,0.032098,0.321870,0.041102,0.608335,0.016376,0.198148,无close基线
factor_vol_regime_trend_smoothed,factor_vol_regime_trend_smoothed,0.046060,0.043690,0.027094,0.043490,0.027313,-0.002370,-0.016596,-0.000200,-0.016376,0.421453,0.437037,0.337114,0.417637,0.342977,0.015584,-0.099924,-0.019400,-0.094061,0.007344,0.003259,0.008700,-0.004085,0.001355,-0.001703,0.065124,0.056870,0.090525,-0.008254,0.025401,0.037898,114,0.037491,0.597766,0.021407,0.369893,0.029096,0.412860,0.031050,0.355106,0.021457,0.215303,0.027259,0.283870,0.034346,0.433071,0.005641,0.103022,
week2_herd_momentum_stress,week2:herd_momentum_stress,0.048636,0.043605,0.034631,0.043568,0.035190,-0.005031,-0.008975,-0.000038,-0.008415,0.348878,0.332558,0.371240,0.364078,0.410694,-0.016319,0.038682,0.031520,0.078136,0.011790,0.009691,0.016850,-0.002098,0.005060,0.005209,0.092864,0.113851,0.141007,0.020987,0.048143,0.088122,114,0.047924,0.633364,0.035413,0.443547,0.037798,0.571901,0.027265,0.346064,0.029079,0.361142,0.035657,0.296879,0.041672,0.511451,0.016999,0.180986,
factor_lag_response_vol_tool_adaptive,factor_779,0.043675,0.043379,0.034617,0.044160,0.036164,-0.000296,-0.008763,0.000781,-0.007215,0.344723,0.367457,0.451908,0.391297,0.470709,0.022734,0.084450,0.023840,0.103252,0.017608,0.012235,0.023921,-0.005374,0.006313,0.000237,0.153590,0.200717,0.220990,0.047127,0.067400,0.107439,114,0.041902,0.594485,0.027618,0.368188,0.030586,0.495702,0.040142,0.628121,0.037851,0.538567,0.036280,0.328707,0.047910,0.632020,0.017846,0.261029,
factor_lag_volatility_regime_adapted,factor_lag_volatility_regime_adapted,0.042912,0.043211,0.032488,0.044198,0.033716,0.000299,-0.010723,0.000987,-0.009494,0.357670,0.391089,0.438681,0.420698,0.456722,0.033418,0.047593,0.029610,0.065634,0.017495,0.009186,0.032144,-0.008309,0.014649,0.005128,0.165681,0.154265,0.288377,-0.011417,0.122695,0.128337,114,0.044741,0.664525,0.027690,0.421601,0.025698,0.439029,0.036608,0.562501,0.032339,0.424121,0.035202,0.357570,0.040404,0.546674,0.022623,0.294018,
factor_volume_pressure_imbalance,extra20:factor_volume_pressure_imbalance,,0.042999,0.034852,0.042573,0.034849,,-0.008147,-0.000426,-0.008150,,0.369808,0.430232,0.386254,0.448465,,0.060424,0.016447,0.078657,0.018637,0.013771,0.017971,-0.004866,-0.000666,-0.005295,0.159580,0.178644,0.169605,0.019064,0.010024,0.034037,114,0.034132,0.445620,0.025801,0.333297,0.041693,0.491788,0.032781,0.484135,0.038361,0.535593,0.035934,0.360227,0.045345,0.748424,0.013342,0.193617,无close基线
factor_herding_volume_momentum_continuous,factor_herding_volume_momentum_continuous,0.042906,0.042830,0.037224,0.043648,0.037756,-0.000076,-0.005606,0.000818,-0.005074,0.331004,0.350122,0.446880,0.375507,0.474286,0.019118,0.096758,0.025385,0.124164,0.011472,0.010241,0.028336,-0.001231,0.016864,0.010871,0.092122,0.137473,0.210944,0.045352,0.118822,0.144097,114,0.048392,0.737012,0.031085,0.406473,0.034457,0.474034,0.036648,0.515657,0.037089,0.516220,0.037680,0.328168,0.047829,0.796449,0.022342,0.236218,
week2_vol_gated_surge,week2:vol_gated_surge,0.046826,0.042807,0.039180,0.042230,0.038593,-0.004019,-0.003627,-0.000577,-0.004214,0.389014,0.378167,0.453605,0.442219,0.582806,-0.010847,0.075438,0.064053,0.204639,0.007259,0.009055,0.009096,0.001796,0.001837,0.003135,0.062415,0.111417,0.094079,0.049002,0.031663,0.100445,114,0.045391,0.732728,0.033978,0.472042,0.038886,0.613777,0.037113,0.618142,0.039200,0.677326,0.042555,0.499728,0.046270,0.834903,0.010394,0.162860,
factor_lag_vol_volatility_adjusted,factor_lag_vol_volatility_adjusted,0.042355,0.042689,0.033289,0.043599,0.034618,0.000334,-0.009399,0.000911,-0.008071,0.351556,0.385088,0.454661,0.420546,0.487486,0.033532,0.069573,0.035459,0.102398,0.017466,0.010777,0.030002,-0.006690,0.012536,0.005376,0.166451,0.184503,0.284467,0.018052,0.118016,0.170215,114,0.045456,0.668129,0.028003,0.409115,0.025600,0.458254,0.037707,0.612423,0.034970,0.501643,0.035394,0.371174,0.042163,0.602085,0.022842,0.336666,
factor_volume_confirmed_momentum_tanh_gated,extra20:factor_volume_confirmed_momentum_tanh_gated,,0.041752,0.034425,0.042069,0.034494,,-0.007328,0.000316,-0.007259,,0.344607,0.422998,0.380834,0.486476,,0.078391,0.036227,0.141869,0.011648,0.006642,0.012421,-0.005006,0.000773,-0.001814,0.096772,0.089244,0.124886,-0.007527,0.028114,0.049407,114,0.048652,0.734172,0.035746,0.514121,0.035218,0.586783,0.029797,0.427260,0.029478,0.405345,0.036234,0.405399,0.039441,0.636384,0.009833,0.146179,无close基线
week2_vol_confirm_ewm,week2:vol_confirm_ewm,0.043354,0.041487,0.035700,0.041680,0.035615,-0.001867,-0.005787,0.000193,-0.005872,0.302555,0.311411,0.393756,0.343883,0.457946,0.008856,0.082344,0.032472,0.146534,0.012290,0.005784,0.017093,-0.006506,0.004803,-0.001484,0.091717,0.071531,0.150993,-0.020185,0.059276,0.069133,114,0.045825,0.640200,0.031939,0.394418,0.031882,0.447060,0.035683,0.478499,0.029917,0.388151,0.038305,0.384653,0.047547,0.729709,0.010806,0.160849,
factor_intraday_volume_spike,weekly:factor_intraday_volume_spike,,0.040939,0.036280,0.041960,0.037218,,-0.004658,0.001022,-0.003720,,0.339106,0.421890,0.385297,0.504978,,0.082784,0.046191,0.165872,0.015950,0.014210,0.016831,-0.001740,0.000881,-0.000305,0.133933,0.174104,0.153120,0.040172,0.019188,0.068161,114,0.044243,0.630115,0.034404,0.452904,0.039066,0.586402,0.034155,0.505358,0.037956,0.562094,0.037832,0.394741,0.042987,0.681925,0.015645,0.202094,无close基线
factor_volume_confirmed_ewm,factor_volume_confirmed_ewm,0.041896,0.040923,0.032879,0.040830,0.033150,-0.000973,-0.008044,-0.000093,-0.007772,0.441790,0.479137,0.522443,0.491437,0.543875,0.037347,0.043305,0.012299,0.064738,0.020297,0.015409,0.028078,-0.004888,0.007781,0.003640,0.234798,0.276465,0.292409,0.041667,0.057611,0.113231,114,0.041700,0.938872,0.026290,0.468888,0.027522,0.557383,0.031160,0.550049,0.035002,0.549561,0.031605,0.384278,0.043440,0.727466,0.023937,0.348029,
