factor_name,display_name,rank_ic_close_改VWAP前,rank_ic_vwap_改VWAP后,rank_ic_vwap_行业中性,rank_ic_vwap_市值中性,rank_ic_vwap_行业市值双中性,变化_close到vwap,变化_vwap到行业中性,变化_vwap到市值中性,变化_vwap到双中性,rank_icir_close_改VWAP前,rank_icir_vwap_改VWAP后,rank_icir_vwap_行业中性,rank_icir_vwap_市值中性,rank_icir_vwap_行业市值双中性,变化_rankicir_close到vwap,变化_rankicir_vwap到行业中性,变化_rankicir_vwap到市值中性,变化_rankicir_vwap到双中性,rank_ic_2026_中性化前,rank_ic_2026_行业中性,rank_ic_2026_市值中性,变化_2026_原始到行业中性,变化_2026_原始到市值中性,变化_2026_原始到双中性,rank_icir_2026_中性化前,rank_icir_2026_行业中性,rank_icir_2026_市值中性,变化_rankicir_2026_原始到行业中性,变化_rankicir_2026_原始到市值中性,变化_rankicir_2026_原始到双中性,rank_ic_2026_交易日数,rank_ic_2019_行业市值双中性,rank_icir_2019_行业市值双中性,rank_ic_2020_行业市值双中性,rank_icir_2020_行业市值双中性,rank_ic_2021_行业市值双中性,rank_icir_2021_行业市值双中性,rank_ic_2022_行业市值双中性,rank_icir_2022_行业市值双中性,rank_ic_2023_行业市值双中性,rank_icir_2023_行业市值双中性,rank_ic_2024_行业市值双中性,rank_icir_2024_行业市值双中性,rank_ic_2025_行业市值双中性,rank_icir_2025_行业市值双中性,rank_ic_2026_行业市值双中性,rank_icir_2026_行业市值双中性,备注
factor_range_volume_trend,factor_122,0.037906,0.024303,0.015792,0.025656,0.015888,-0.013602,-0.008511,0.001353,-0.008415,0.410656,0.278169,0.217779,0.222945,0.186652,-0.132487,-0.060390,-0.055224,-0.091517,0.013339,0.003339,0.003860,-0.010000,-0.009479,-0.011355,0.159245,0.050106,0.037906,-0.109139,-0.121339,-0.131849,114,0.018450,0.250321,0.010864,0.144291,0.014466,0.180317,0.018459,0.195877,0.017984,0.188939,0.010363,0.104310,0.027163,0.350444,0.001984,0.027396,
factor_drawdown_vol_norm_clean,factor_drawdown_vol_norm_clean,0.022366,0.023908,0.022649,0.022886,0.021325,0.001543,-0.001259,-0.001023,-0.002584,0.150308,0.164344,0.200813,0.165493,0.216909,0.014035,0.036469,0.001149,0.052565,-0.018968,-0.014042,-0.017306,0.004926,0.001662,0.006790,-0.113032,-0.116273,-0.112808,-0.003241,0.000224,-0.007782,114,0.011888,0.139695,0.005715,0.057015,0.028786,0.307743,0.035262,0.306545,0.032681,0.380743,0.031977,0.290981,0.018829,0.219974,-0.012178,-0.120813,
factor_volume_confirmed_momentum_simple_volume_deviation,factor_volume_confirmed_momentum_simple_volume_deviation,0.021271,0.023493,0.016477,0.024672,0.017516,0.002222,-0.007016,0.001179,-0.005977,0.236546,0.297056,0.245211,0.322606,0.271216,0.060510,-0.051845,0.025550,-0.025840,0.002016,-0.001279,0.005550,-0.003295,0.003534,0.001021,0.028971,-0.024292,0.075301,-0.053263,0.046330,0.024894,114,0.022345,0.394383,0.015533,0.284172,0.016421,0.276770,0.023391,0.354585,0.009547,0.133830,0.021721,0.275092,0.020632,0.327142,0.003037,0.053865,
factor_herding_vol_gated_momentum,factor_herding_vol_gated_momentum,0.027002,0.022278,0.018562,0.021400,0.018210,-0.004724,-0.003715,-0.000878,-0.004067,0.387449,0.344122,0.406990,0.347277,0.434055,-0.043327,0.062868,0.003155,0.089933,0.018402,0.012370,0.018197,-0.006032,-0.000206,-0.006007,0.275386,0.281671,0.273940,0.006285,-0.001446,0.015117,114,0.018368,0.419796,0.013605,0.307668,0.021224,0.570218,0.015617,0.441475,0.016900,0.431536,0.021421,0.420409,0.023076,0.581915,0.012395,0.290503,
factor_vol_gated_momentum_v3,weekly:factor_vol_gated_momentum_v3,,0.021834,0.018384,0.022826,0.018942,,-0.003449,0.000992,-0.002892,,0.205227,0.229388,0.247327,0.299750,,0.024161,0.042101,0.094523,0.001951,0.005423,-0.000037,0.003472,-0.001988,0.001826,0.018185,0.078377,-0.000387,0.060192,-0.018572,0.047197,114,0.020064,0.344935,0.024224,0.422899,0.023911,0.488312,0.013387,0.231718,0.017811,0.319430,0.018191,0.190999,0.022103,0.375374,0.003777,0.065382,无close基线
factor_directional_vol_adaptive_crossover,weekly:factor_directional_vol_adaptive_crossover,,0.021830,0.016093,0.022997,0.017448,,-0.005737,0.001167,-0.004381,,0.168483,0.203236,0.203622,0.270662,,0.034753,0.035139,0.102179,0.005716,0.004609,0.006393,-0.001108,0.000677,0.001245,0.045176,0.063667,0.056032,0.018492,0.010857,0.062617,114,0.022036,0.343867,0.024392,0.373931,0.026229,0.469942,0.017213,0.304506,0.010252,0.174172,0.013509,0.157026,0.013380,0.234591,0.006961,0.107793,无close基线
factor_vol_regime_breakout_continuous,weekly:factor_vol_regime_breakout_continuous,,0.021802,0.019696,0.022421,0.020428,,-0.002106,0.000619,-0.001374,,0.178994,0.220806,0.205509,0.273973,,0.041812,0.026515,0.094978,0.013861,0.007247,0.008962,-0.006614,-0.004899,-0.010608,0.113801,0.088788,0.075912,-0.025013,-0.037889,-0.071722,114,0.025524,0.353264,0.027648,0.363708,0.025360,0.386081,0.022189,0.308038,0.013772,0.206638,0.018924,0.202266,0.017613,0.256601,0.003253,0.042079,无close基线
alphasage_baec4247c71a031c,alphasage_baec4247c71a031c,0.020514,0.021548,0.012084,0.015219,0.008085,0.001034,-0.009463,-0.006328,-0.013462,0.136575,0.149504,0.158819,0.116352,0.110761,0.012930,0.009315,-0.033152,-0.038743,-0.002783,0.003922,-0.000625,0.006704,0.002158,0.008241,-0.021185,0.059345,-0.005727,0.080530,0.015459,0.100226,114,0.007614,0.125917,0.012113,0.192301,0.002044,0.031121,0.008370,0.108770,0.009464,0.121614,0.002036,0.022741,0.016057,0.225575,0.005458,0.079040,
factor_directional_vol_smooth_range_mut,weekly:factor_directional_vol_smooth_range_mut,,0.021354,0.015863,0.022910,0.017788,,-0.005491,0.001556,-0.003566,,0.160357,0.188929,0.199500,0.265629,,0.028571,0.039143,0.105272,0.006416,0.004115,0.005955,-0.002301,-0.000461,-0.000837,0.049079,0.054725,0.049809,0.005647,0.000730,0.038117,114,0.022343,0.339870,0.023744,0.354489,0.027422,0.478180,0.018868,0.337665,0.010986,0.185286,0.012927,0.139045,0.013907,0.223313,0.005579,0.087196,无close基线
week2_sharpe_momentum_v2,week2:sharpe_momentum_v2,0.023856,0.021272,0.017787,0.021694,0.018308,-0.002584,-0.003485,0.000422,-0.002965,0.179453,0.166119,0.205762,0.192140,0.261881,-0.013334,0.039643,0.026022,0.095762,0.008647,0.008326,0.009099,-0.000321,0.000452,-0.000706,0.068953,0.108662,0.081124,0.039709,0.012172,0.050922,114,0.014720,0.205123,0.023047,0.333552,0.021949,0.344308,0.020102,0.255865,0.015203,0.237997,0.019987,0.247671,0.017951,0.300469,0.007941,0.119874,
factor_pressure_compression_simplified_v3,factor_203,0.029539,0.021161,0.017204,0.021856,0.018087,-0.008378,-0.003957,0.000695,-0.003074,0.236475,0.175506,0.230228,0.203538,0.293928,-0.060969,0.054722,0.028032,0.118422,0.008355,0.006404,0.007043,-0.001951,-0.001312,-0.003006,0.068958,0.087339,0.063026,0.018381,-0.005932,0.014701,114,0.020194,0.331012,0.023011,0.354727,0.026015,0.493285,0.018974,0.375658,0.012113,0.238714,0.016525,0.194403,0.015892,0.286588,0.005350,0.083659,
factor_vol_volume_asym_ewma,factor_vol_volume_asym_ewma,0.020960,0.020760,0.014924,0.021771,0.015535,-0.000200,-0.005836,0.001011,-0.005225,0.279685,0.292755,0.227647,0.286678,0.225844,0.013069,-0.065108,-0.006077,-0.066911,0.013658,0.005899,0.009454,-0.007759,-0.004204,-0.010392,0.181483,0.122605,0.131139,-0.058877,-0.050344,-0.116941,114,0.017775,0.345639,0.016346,0.284742,0.022351,0.369956,0.014643,0.179555,0.013707,0.164055,0.017996,0.226225,0.011699,0.175801,0.003266,0.064541,
factor_crash_vol_body_asym,factor_266,0.029655,0.019663,0.018275,0.020321,0.018948,-0.009992,-0.001388,0.000658,-0.000714,0.240881,0.165233,0.219680,0.187226,0.270558,-0.075648,0.054447,0.021993,0.105326,0.010701,0.008377,0.008152,-0.002323,-0.002549,-0.004732,0.089578,0.102908,0.072552,0.013330,-0.017026,-0.007281,114,0.018155,0.277913,0.023738,0.318546,0.024293,0.386703,0.024462,0.394714,0.015219,0.257759,0.016557,0.180333,0.016303,0.244658,0.005969,0.082297,
alphasage_3aaad1a1bf9ce8a2,alphasage_3aaad1a1bf9ce8a2,0.020916,0.018428,-0.003416,-0.002050,-0.003527,-0.002488,-0.021844,-0.020478,-0.021955,0.123694,0.122137,-0.027175,-0.014131,-0.025019,-0.001557,-0.149312,-0.136268,-0.147156,-0.007004,-0.004192,0.022396,0.002812,0.029401,0.017765,-0.046336,-0.037794,0.177001,0.008542,0.223337,0.130658,114,-0.000890,-0.008713,0.003685,0.036560,-0.011987,-0.096603,-0.010975,-0.086692,0.001319,0.009951,0.017749,0.076341,-0.007358,-0.048400,-0.004073,-0.031001,
factor_regime_vol_adaptive_trend_v4,factor_892,0.021722,0.018321,0.015413,0.019036,0.016291,-0.003401,-0.002908,0.000715,-0.002030,0.194083,0.172449,0.210832,0.203203,0.272070,-0.021634,0.038383,0.030754,0.099622,-0.003600,0.000119,-0.006303,0.003720,-0.002702,0.002103,-0.037781,0.002011,-0.071000,0.039792,-0.033219,0.009927,114,0.029464,0.483938,0.019463,0.309384,0.021872,0.448957,0.011932,0.217361,0.012928,0.241569,0.012638,0.153999,0.014744,0.302618,-0.001497,-0.027854,
factor_crossover_hybrid_magnitude,factor_140,0.025751,0.018094,0.014954,0.017303,0.014681,-0.007656,-0.003140,-0.000791,-0.003413,0.311327,0.235161,0.305568,0.246455,0.340252,-0.076166,0.070407,0.011294,0.105091,0.015167,0.003580,0.013490,-0.011587,-0.001678,-0.011547,0.185740,0.073697,0.171723,-0.112043,-0.014017,-0.105282,114,0.027867,0.674927,0.013838,0.332531,0.012509,0.343347,0.013847,0.336375,0.013331,0.355488,0.007515,0.136299,0.019501,0.468418,0.003620,0.080458,
alphasage_3e74b4fa2831dc36,alphasage_3e74b4fa2831dc36,0.022052,0.017107,-0.001899,-0.000422,-0.003369,-0.004945,-0.019006,-0.017529,-0.020476,0.127476,0.114569,-0.014836,-0.002920,-0.024837,-0.012907,-0.129405,-0.117489,-0.139406,-0.006010,0.001936,-0.010712,0.007946,-0.004703,0.024746,-0.041423,0.015394,-0.087786,0.056816,-0.046363,0.191245,114,0.002760,0.027492,-0.002377,-0.024276,-0.004774,-0.042890,-0.000492,-0.003723,0.003841,0.026652,0.001299,0.006577,-0.018909,-0.142494,0.006215,0.048211,
factor_imbalance_volume_ratio_ewm,weekly:factor_imbalance_volume_ratio_ewm,,0.017055,0.015370,0.017689,0.016124,,-0.001685,0.000634,-0.000931,,0.149715,0.188597,0.172466,0.234493,,0.038881,0.022751,0.084778,0.012908,0.006572,0.009376,-0.006336,-0.003532,-0.008801,0.110639,0.084777,0.082545,-0.025861,-0.028094,-0.055364,114,0.021922,0.327335,0.024404,0.343967,0.021220,0.342156,0.017556,0.270131,0.009973,0.161279,0.011332,0.135743,0.012058,0.189458,0.004108,0.055275,无close基线
factor_reversal_volume_gated,factor_343,0.027285,0.016663,0.014914,0.017652,0.015987,-0.010622,-0.001749,0.000989,-0.000677,0.232928,0.147043,0.186233,0.172229,0.234122,-0.085885,0.039190,0.025186,0.087079,0.012235,0.005012,0.009382,-0.007223,-0.002853,-0.009174,0.107818,0.067933,0.084226,-0.039885,-0.023592,-0.065204,114,0.023108,0.342066,0.025599,0.358709,0.018700,0.309291,0.018276,0.286177,0.008210,0.134776,0.010783,0.129387,0.013250,0.209150,0.003061,0.042614,
factor_imbalance_volume_ewm_mut,weekly:factor_imbalance_volume_ewm_mut,,0.016542,0.009923,0.011071,0.007566,,-0.006619,-0.005471,-0.008976,,0.161701,0.167227,0.100850,0.100258,,0.005527,-0.060850,-0.061443,0.011267,-0.000941,0.009902,-0.012207,-0.001365,-0.012061,0.105967,-0.018966,0.086314,-0.124933,-0.019653,-0.117634,114,0.019531,0.285026,0.018327,0.287571,0.008461,0.127748,0.001433,0.020002,0.007066,0.106810,-0.004229,-0.038059,0.006220,0.088957,-0.000795,-0.011666,无close基线
factor_direction_volume_shape_mut2,factor_135,0.030547,0.016230,0.014083,0.015906,0.013941,-0.014317,-0.002148,-0.000324,-0.002289,0.373772,0.212513,0.288642,0.225068,0.325166,-0.161259,0.076130,0.012556,0.112654,0.013704,0.005272,0.013612,-0.008431,-0.000092,-0.007653,0.167941,0.105210,0.171530,-0.062730,0.003589,-0.041228,114,0.025284,0.681279,0.014827,0.365235,0.010644,0.288448,0.010938,0.264015,0.011521,0.306648,0.009711,0.181619,0.020050,0.449517,0.006051,0.126713,
factor_reversal_volume_simple,factor_349,0.025320,0.016034,0.014118,0.016794,0.014906,-0.009286,-0.001917,0.000759,-0.001128,0.225142,0.145826,0.186455,0.170476,0.232739,-0.079316,0.040629,0.024650,0.086913,0.015463,0.007063,0.011058,-0.008400,-0.004405,-0.011963,0.132474,0.099088,0.100369,-0.033386,-0.032105,-0.079396,114,0.019302,0.303804,0.023257,0.339374,0.017113,0.308475,0.018509,0.315334,0.008762,0.157126,0.010872,0.136572,0.011856,0.196156,0.003499,0.053078,
factor_intraday_reversal_crossover_v1,weekly:factor_intraday_reversal_crossover_v1,,0.015881,0.014469,0.016767,0.015276,,-0.001412,0.000886,-0.000605,,0.128375,0.162988,0.150737,0.207671,,0.034613,0.022362,0.079296,0.003149,0.000949,-0.000271,-0.002200,-0.003421,-0.005149,0.025349,0.011566,-0.002306,-0.013784,-0.027656,-0.051913,114,0.023639,0.327539,0.025587,0.334161,0.018293,0.284813,0.012621,0.180871,0.008184,0.128479,0.010197,0.110247,0.016457,0.241253,-0.002000,-0.026564,无close基线
week2_tanh_gated_reversal,week2:tanh_gated_reversal,0.024972,0.015530,0.012183,0.013038,0.013868,-0.009442,-0.003347,-0.002492,-0.001662,0.250664,0.164978,0.181897,0.112616,0.207675,-0.085686,0.016918,-0.052362,0.042697,0.012993,0.001421,0.002061,-0.011572,-0.010932,-0.015862,0.117545,0.022105,0.019334,-0.095440,-0.098211,-0.169156,114,0.021759,0.414598,0.021225,0.353464,0.019487,0.407596,0.012105,0.208379,0.005562,0.084493,0.018902,0.182527,0.005869,0.089074,-0.002869,-0.051611,
factor_intraday_pressure_asym_diff,factor_intraday_pressure_asym_diff,0.025137,0.015412,0.012112,0.013176,0.011897,-0.009725,-0.003300,-0.002236,-0.003515,0.294657,0.185427,0.238409,0.143941,0.225611,-0.109229,0.052981,-0.041486,0.040183,0.001379,-0.007556,-0.000746,-0.008935,-0.002125,-0.007604,0.015087,-0.164956,-0.007767,-0.180043,-0.022854,-0.148295,114,0.018913,0.432704,0.023527,0.510525,0.017717,0.422797,0.013077,0.285072,0.003709,0.094961,0.011640,0.137464,0.003715,0.073134,-0.006225,-0.133209,
factor_range_position_volume_gated_smoothed,weekly:factor_range_position_volume_gated_smoothed,,0.015380,0.013545,0.015908,0.014225,,-0.001836,0.000528,-0.001155,,0.137231,0.173533,0.156767,0.215376,,0.036302,0.019536,0.078145,0.011502,0.006055,0.007256,-0.005448,-0.004247,-0.008771,0.094234,0.077529,0.062134,-0.016705,-0.032100,-0.056520,114,0.018980,0.294498,0.024425,0.350680,0.018551,0.317329,0.016567,0.270617,0.007991,0.137610,0.007841,0.097778,0.010572,0.170865,0.002732,0.037714,无close基线
factor_range_position_volume_gated_smoothed_mut,weekly:factor_range_position_volume_gated_smoothed_mut,,0.015380,0.013545,0.015908,0.014225,,-0.001836,0.000528,-0.001155,,0.137231,0.173533,0.156767,0.215376,,0.036302,0.019536,0.078145,0.011502,0.006055,0.007256,-0.005448,-0.004247,-0.008771,0.094234,0.077529,0.062134,-0.016705,-0.032100,-0.056520,114,0.018980,0.294498,0.024425,0.350680,0.018551,0.317329,0.016567,0.270617,0.007991,0.137610,0.007841,0.097778,0.010572,0.170865,0.002732,0.037714,无close基线
alphasage_99e8c98dc92fba46,alphasage_99e8c98dc92fba46,0.021735,0.015190,0.006330,0.002533,0.003862,-0.006545,-0.008860,-0.012657,-0.011328,0.345643,0.250128,0.073688,0.017545,0.040828,-0.095515,-0.176440,-0.232583,-0.209300,0.018223,0.003548,0.009007,-0.014676,-0.009216,-0.014889,0.273353,0.045583,0.064992,-0.227770,-0.208361,-0.231133,114,0.004659,0.063879,-0.004519,-0.059360,-0.003753,-0.045356,0.014390,0.142609,0.009116,0.086338,-0.001471,-0.011525,0.008880,0.099145,0.003335,0.042219,
alphasage_58079cceee41ce6d,alphasage_58079cceee41ce6d,0.020959,0.014838,-0.002163,-0.000072,-0.005106,-0.006121,-0.017001,-0.014910,-0.019944,0.121939,0.103448,-0.017822,-0.000498,-0.036757,-0.018491,-0.121270,-0.103946,-0.140205,-0.004085,0.004778,0.001590,0.008863,0.005675,-0.004098,-0.029957,0.042278,0.011269,0.072235,0.041226,-0.039927,114,0.000005,0.000048,0.002039,0.020800,-0.016514,-0.142887,-0.024810,-0.195861,-0.021281,-0.163283,0.002320,0.010756,-0.022231,-0.160891,-0.025977,-0.195016,
alphasage_5de2f47bc5cd6c66,alphasage_5de2f47bc5cd6c66,0.020949,0.014819,-0.002737,0.001550,-0.003202,-0.006130,-0.017555,-0.013269,-0.018021,0.121862,0.103273,-0.022584,0.010623,-0.023165,-0.018589,-0.125856,-0.092650,-0.126438,-0.004265,0.000671,-0.017579,0.004937,-0.013314,0.009909,-0.031224,0.006023,-0.126030,0.037248,-0.094806,0.076020,114,0.000009,0.000087,0.004910,0.050340,-0.008923,-0.078362,-0.001394,-0.011289,-0.023593,-0.174806,-0.027426,-0.136770,-0.011605,-0.079376,0.008795,0.066098,
week2_intraday_reversal,week2:intraday_reversal,0.028747,0.014622,0.013098,0.015717,0.014061,-0.014124,-0.001524,0.001095,-0.000561,0.217461,0.113848,0.145314,0.135736,0.188415,-0.103613,0.031466,0.021888,0.074567,0.005157,0.000159,0.003612,-0.004997,-0.001544,-0.006388,0.036635,0.001675,0.027219,-0.034960,-0.009415,-0.051097,114,0.018686,0.258768,0.026263,0.350860,0.022058,0.339981,0.016677,0.247022,0.004874,0.081010,0.006369,0.065924,0.010616,0.148189,-0.001232,-0.014463,
factor_intraday_reversal,weekly:factor_intraday_reversal,,0.014620,0.013096,0.015714,0.014059,,-0.001523,0.001095,-0.000560,,0.113829,0.145306,0.135715,0.188412,,0.031477,0.021885,0.074583,0.005154,0.000158,0.003610,-0.004996,-0.001544,-0.006388,0.036618,0.001658,0.027207,-0.034960,-0.009411,-0.051105,114,0.018672,0.258831,0.026263,0.350856,0.022057,0.339972,0.016676,0.246980,0.004877,0.081059,0.006371,0.065943,0.010615,0.148171,-0.001234,-0.014487,无close基线
factor_reversal_volume_volregime,factor_345,0.024022,0.014295,0.012180,0.014644,0.012747,-0.009727,-0.002116,0.000349,-0.001549,0.218403,0.134041,0.172525,0.154176,0.215982,-0.084362,0.038484,0.020135,0.081940,0.012246,0.004866,0.007492,-0.007380,-0.004754,-0.010924,0.106341,0.071818,0.068808,-0.034522,-0.037532,-0.085190,114,0.006000,0.115640,0.023389,0.366580,0.017265,0.329099,0.016570,0.310858,0.007923,0.157706,0.010613,0.139876,0.010564,0.192963,0.001322,0.021151,
factor_intraday_reversal_zscore_volume_short,factor_287,0.023777,0.013628,0.011940,0.011669,0.010947,-0.010148,-0.001689,-0.001959,-0.002682,0.216564,0.129092,0.165902,0.115841,0.159662,-0.087472,0.036810,-0.013251,0.030570,0.011664,0.005909,0.002883,-0.005756,-0.008781,-0.013482,0.098101,0.078082,0.025117,-0.020020,-0.072984,-0.122350,114,0.011459,0.197630,0.019250,0.292938,0.016533,0.263845,0.010556,0.164347,0.008434,0.159441,0.007534,0.075945,0.008824,0.141371,-0.001817,-0.024249,
factor_order_imbalance_volume_flow_ema,factor_order_imbalance_volume_flow_ema,0.020155,0.013349,0.008544,0.010983,0.007467,-0.006806,-0.004805,-0.002366,-0.005882,0.186248,0.128595,0.140239,0.102069,0.106728,-0.057652,0.011644,-0.026526,-0.021868,0.008222,-0.002617,0.010395,-0.010840,0.002173,-0.010463,0.085260,-0.050224,0.096606,-0.135484,0.011345,-0.120822,114,0.014638,0.191277,0.012868,0.207690,0.012143,0.219652,0.010319,0.158452,0.009054,0.162071,-0.006714,-0.069164,0.004475,0.064702,-0.002241,-0.035562,
factor_volume_reversal_direct,factor_279,0.023347,0.013227,0.011521,0.013429,0.011851,-0.010120,-0.001706,0.000202,-0.001376,0.211132,0.124210,0.158799,0.140000,0.193635,-0.086923,0.034590,0.015790,0.069426,0.011938,0.005866,0.007585,-0.006072,-0.004353,-0.009405,0.099125,0.077643,0.067578,-0.021482,-0.031548,-0.061764,114,0.013350,0.224876,0.018845,0.292868,0.017597,0.334915,0.015679,0.289596,0.007182,0.141228,0.007501,0.095426,0.007154,0.121190,0.002533,0.037361,
week2_adaptive_dir_vol,week2:adaptive_dir_vol,0.009478,0.013050,0.009844,0.013384,0.009669,0.003572,-0.003206,0.000334,-0.003381,0.093837,0.135463,0.102016,0.128056,0.095555,0.041626,-0.033447,-0.007407,-0.039908,-0.001234,0.008719,0.006651,0.009953,0.007885,0.014423,-0.009451,0.071506,0.048528,0.080958,0.057979,0.110879,114,0.012612,0.191323,0.005775,0.046462,0.012117,0.136237,0.008807,0.097530,0.006073,0.075957,0.005139,0.047366,0.015471,0.129130,0.013189,0.101428,
week2_herd_simplified,week2:herd_simplified,0.014985,0.013024,0.008889,0.012293,0.008473,-0.001961,-0.004135,-0.000731,-0.004552,0.165807,0.148208,0.098762,0.131793,0.091710,-0.017599,-0.049445,-0.016415,-0.056498,0.002320,0.004736,0.004567,0.002416,0.002247,0.004990,0.018146,0.036713,0.035139,0.018567,0.016993,0.036930,114,0.009141,0.152585,-0.000285,-0.003292,0.012947,0.167957,0.010528,0.137141,0.003155,0.040662,0.006285,0.060070,0.018060,0.145939,0.007311,0.055077,
factor_volume_reversal_rank,factor_284,0.023220,0.012335,0.010852,0.012265,0.011038,-0.010886,-0.001483,-0.000070,-0.001297,0.210729,0.116762,0.152082,0.128509,0.183226,-0.093967,0.035321,0.011747,0.066464,0.008687,0.002860,0.004577,-0.005827,-0.004109,-0.008904,0.070920,0.037868,0.039529,-0.033051,-0.031390,-0.074100,114,0.012339,0.215600,0.019253,0.305388,0.018369,0.346343,0.014265,0.268007,0.005718,0.116678,0.006238,0.079555,0.006335,0.112006,-0.000217,-0.003181,
alphasage_154a51fe952b5243,alphasage_154a51fe952b5243,0.012154,0.010324,0.001976,0.011762,0.006367,-0.001830,-0.008348,0.001437,-0.003958,0.258824,0.260017,0.020332,0.111182,0.071579,0.001193,-0.239685,-0.148835,-0.188438,,,,,,,,,,,,,114,0.004578,0.057454,0.022408,0.282623,0.055944,0.607708,0.007282,0.220691,0.006336,0.061040,-0.042944,-0.298239,-0.095328,-1.451660,,,
factor_drawdown_volume_geometry,factor_drawdown_volume_geometry,,0.010105,0.006822,0.009084,0.006055,,-0.003283,-0.001021,-0.004050,,0.097556,0.096515,0.093091,0.094521,,-0.001042,-0.004465,-0.003035,-0.017224,-0.009564,-0.014426,0.007660,0.002798,0.008926,-0.147253,-0.127521,-0.129077,0.019732,0.018176,0.029618,114,-0.012078,-0.228263,0.004915,0.079401,0.009410,0.146836,0.013057,0.231392,0.009478,0.147847,0.002635,0.035414,0.018972,0.303378,-0.008298,-0.117635,无close基线
factor_volume_confirmed_momentum_binary_gate,weekly:factor_volume_confirmed_momentum_binary_gate,,0.010016,0.009507,0.009445,0.009238,,-0.000510,-0.000571,-0.000779,,0.118886,0.148691,0.121328,0.159080,,0.029805,0.002441,0.040194,-0.001602,-0.001229,-0.003222,0.000373,-0.001620,-0.001138,-0.021283,-0.021696,-0.037904,-0.000413,-0.016621,-0.019634,114,0.020026,0.372296,0.012059,0.202887,0.007426,0.177500,0.008716,0.158804,0.003961,0.075030,0.013297,0.168344,0.004791,0.093932,-0.002741,-0.040917,无close基线
week2_vol_break_continuous_gate,week2:vol_break_continuous_gate,0.021193,0.009356,0.008685,0.010332,0.009640,-0.011837,-0.000671,0.000976,0.000284,0.196801,0.092039,0.117012,0.111206,0.149392,-0.104762,0.024974,0.019167,0.057354,0.011516,0.006484,0.009319,-0.005032,-0.002197,-0.006719,0.109588,0.092590,0.090623,-0.016998,-0.018965,-0.039668,114,0.013653,0.220477,0.017275,0.266471,0.013926,0.244479,0.010842,0.175913,0.002898,0.046890,0.003870,0.050709,0.007240,0.114990,0.004797,0.069920,
week2_herd_vol_stress,week2:herd_vol_stress,0.006381,0.009195,0.006973,0.008949,0.006837,0.002814,-0.002221,-0.000245,-0.002357,0.067324,0.101008,0.073996,0.092828,0.071665,0.033684,-0.027012,-0.008180,-0.029344,-0.005150,0.001429,0.001990,0.006579,0.007140,0.014491,-0.039090,0.011527,0.014800,0.050617,0.053890,0.108664,114,0.007978,0.120615,0.003647,0.031389,0.011147,0.133789,0.005352,0.069207,0.003573,0.047638,0.003830,0.040587,0.011126,0.093832,0.009341,0.069574,
factor_dollar_pressure_range_zscore,factor_331,0.019624,0.009013,0.007635,0.008710,0.007662,-0.010611,-0.001377,-0.000302,-0.001351,0.179470,0.087064,0.111385,0.093271,0.134632,-0.092406,0.024321,0.006207,0.047569,0.006042,0.001722,0.002724,-0.004320,-0.003317,-0.007332,0.048759,0.022341,0.023547,-0.026419,-0.025212,-0.067910,114,0.007253,0.137702,0.015669,0.257092,0.014638,0.304710,0.009992,0.209794,0.001544,0.033675,0.004793,0.063950,0.003916,0.070925,-0.001290,-0.019151,
week2_order_imbalance_vol,week2:order_imbalance_vol,0.009972,0.008067,0.002747,-0.003322,-0.004183,-0.001905,-0.005320,-0.011389,-0.012250,0.160842,0.130097,0.023210,-0.019462,-0.028968,-0.030745,-0.106887,-0.149559,-0.159065,0.009952,0.007537,-0.017993,-0.002416,-0.027945,-0.004242,0.123769,0.054559,-0.094801,-0.069210,-0.218570,-0.092943,114,-0.003412,-0.044872,-0.022356,-0.188299,-0.009705,-0.071108,-0.016245,-0.115465,0.013411,0.099226,-0.005144,-0.026533,0.009547,0.061089,0.005710,0.030827,
factor_drawdown_volume_modulated,factor_drawdown_volume_modulated,,0.007513,0.008546,0.008491,0.009552,,0.001033,0.000977,0.002038,,0.068849,0.108228,0.082740,0.134121,,0.039379,0.013891,0.065272,0.018751,0.013138,0.016954,-0.005613,-0.001797,-0.006729,0.175988,0.180387,0.164061,0.004399,-0.011927,-0.004032,114,0.011104,0.192086,0.011944,0.158398,0.009757,0.129408,0.007473,0.116208,0.012723,0.181920,0.013022,0.171987,-0.000032,-0.000422,0.012022,0.171956,无close基线
factor_mut_cro_asym_vol_ratio_med_20_minp3_vol6_ema5,weekly:factor_mut_cro_asym_vol_ratio_med_20_minp3_vol6_ema5,,0.006835,0.004117,0.005093,0.003809,,-0.002719,-0.001742,-0.003026,,0.103122,0.091902,0.065018,0.081320,,-0.011219,-0.038104,-0.021802,0.003052,0.000102,0.007249,-0.002950,0.004197,0.002122,0.042008,0.002628,0.092878,-0.039381,0.050869,0.069445,114,0.003639,0.099421,0.002963,0.066367,0.004563,0.128539,0.004315,0.103905,0.002596,0.053944,-0.002497,-0.033823,0.010415,0.299810,0.005174,0.111453,无close基线
