canonical,aliases,authoring_tier,registered_status,lifecycle_status,production_certified,implementation_passed,semantic_passed,temporal_passed,source_pit_passed,edge_case_passed,backend_passed,pandas_available,pandas_certified,polars_available,polars_certified,duckdb_available,duckdb_certified,input_grain,output_grain,panel_params,input_semantic_types,output_unit,stateful,recursive,stateful_math,recursive_math,full_history_replay_required,checkpoint_supported,incremental_supported,execution_model,current_observation_role,window_semantics,window_semantics_declared,missing_policy,factor_role,role_source,admission_state,cost_tier,cost_contract_declared,cost_lane,compatibility_only,diagnostic_only,benchmark_only,hidden_from_default_mining,source_required,source_satisfied,source_missing,source_status,hard_blockers,routing_constraints,quality_warnings,blocker_codes,blocker_severities,release_blocking_blockers,required_actions,recommended_action,target_mining_lane,intrinsic_mining_eligible,contextual_mining_eligible,default_mining_eligible
intra_interval_amount_share,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_interval_illiquidity,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_interval_realized_variance,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_interval_return,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_interval_volume_share,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_interval_vwap_deviation,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_jump_clustering,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_jump_concentration,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_jump_count,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_jump_first_time,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_jump_last_time,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_jump_ratio,,daily,production,production,True,True,True,True,True,True,True,True,True,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,1,True,direct,False,False,False,False,minute_bar,,,unknown,B15,,,B15,{'B15': 'HIGH'},['B15'],declare available source context (unknown capability is not availability),declare available source context (unknown capability is not availability),direct_intraday_eod,True,,False
intra_jump_variation,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,6,True,direct_high_cost,False,False,False,False,minute_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_intraday_eod,False,,False
intra_kyle_lambda_proxy,,daily,production,production,True,True,True,True,True,True,True,True,True,True,False,False,False,minute,daily,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,intraday_eod,verified_rule,pending,1,True,direct,False,False,False,False,minute_bar,,,unknown,B15,,,B15,{'B15': 'HIGH'},['B15'],declare available source context (unknown capability is not availability),declare available source context (unknown capability is not availability),direct_intraday_eod,True,,False
