canonical,aliases,authoring_tier,registered_status,lifecycle_status,production_certified,implementation_passed,semantic_passed,temporal_passed,source_pit_passed,edge_case_passed,backend_passed,pandas_available,pandas_certified,polars_available,polars_certified,duckdb_available,duckdb_certified,input_grain,output_grain,panel_params,input_semantic_types,output_unit,stateful,recursive,stateful_math,recursive_math,full_history_replay_required,checkpoint_supported,incremental_supported,execution_model,current_observation_role,window_semantics,window_semantics_declared,missing_policy,factor_role,role_source,admission_state,cost_tier,cost_contract_declared,cost_lane,compatibility_only,diagnostic_only,benchmark_only,hidden_from_default_mining,source_required,source_satisfied,source_missing,source_status,hard_blockers,routing_constraints,quality_warnings,blocker_codes,blocker_severities,release_blocking_blockers,required_actions,recommended_action,target_mining_lane,intrinsic_mining_eligible,contextual_mining_eligible,default_mining_eligible
erd_event_response_amplitude,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,same_as:mark,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
erd_event_window_return_gradient,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,same_as:ret,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
erd_half_life_decay_count,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
erd_marked_event_decay,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,same_as:mark,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
erd_post_event_hazard,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
erd_recency_decay,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
erd_sign_consistent_decay,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,same_as:mark,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
es1_earnings_cv,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
es1_earnings_mean_reversion_speed,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
es1_earnings_smoothness,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
es1_negative_earnings_streak,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
es1_revenue_earnings_divergence,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_abnormal_return_past,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_active_count,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_allan_factor,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,level,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,event_count_window,True,propagate,alpha,verified_rule,pending,3,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_allan_log_mean,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,level,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,event_count_window,True,propagate,alpha,verified_rule,pending,3,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_allan_scaling_slope,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,level,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,event_count_window,True,propagate,alpha,verified_rule,pending,4,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_arithmetic_return_sum,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_cluster_count,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_cluster_duration,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
event_cluster_mean_size,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_cluster_score,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
event_cumulative_return_past,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_decay_asof,event_decay,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,True,False,True,True,True,False,False,full_history,current_inclusive,full_history,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_decay_window,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
event_direction_imbalance,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
event_direction_persistence,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
event_fano_excess,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,contiguous_full_window,True,propagate,alpha,verified_rule,pending,3,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
event_fano_factor,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,contiguous_full_window,True,propagate,alpha,verified_rule,pending,3,True,direct,False,False,False,False,event_pit,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
