datetime,asset,combo,n_factors,combo_rank,n_universe,sw_l1,style,date,ret_0818
2026-08-17,600780.SH,0.745731025269968,197,58.0,5208,公用事业,其他,2026-08-17,0.0017035775127767216
2026-08-17,300529.SZ,0.7453826373783069,197,59.0,5208,医药生物,其他,2026-08-17,-0.016791044776119257
2026-08-17,600566.SH,0.7452919200648132,197,60.0,5208,医药生物,其他,2026-08-17,-0.009896907216494832
2026-08-17,603927.SH,0.7452754227442749,197,61.0,5208,计算机,科技,2026-08-17,-0.0007462686567164534
2026-08-17,600021.SH,0.7449594183070625,197,62.0,5208,公用事业,其他,2026-08-17,-0.01132342533616415
2026-08-17,603992.SH,0.7449456109684597,197,63.0,5208,轻工制造,消费,2026-08-17,-0.02929427430093212
2026-08-17,603008.SH,0.7448942822253781,197,64.0,5208,轻工制造,消费,2026-08-17,0.008883248730964466
2026-08-17,000928.SZ,0.744775684667507,197,65.0,5208,建筑装饰,其他,2026-08-17,0.0
2026-08-17,600741.SH,0.7446673075473743,197,66.0,5208,汽车,其他,2026-08-17,0.0
2026-08-17,603477.SH,0.7442696393874668,197,67.0,5208,农林牧渔,消费,2026-08-17,0.006775067750677488
2026-08-17,688271.SH,0.7441656455308348,197,68.0,5208,医药生物,其他,2026-08-17,0.012708719851576955
2026-08-17,601111.SH,0.7440612436104891,197,69.0,5208,交通运输,其他,2026-08-17,-0.006779661016949157
2026-08-17,000582.SZ,0.743897037279594,197,70.0,5208,交通运输,其他,2026-08-17,0.018231540565177617
2026-08-17,000906.SZ,0.7432288615043647,197,71.0,5208,交通运输,其他,2026-08-17,-0.005607476635513864
2026-08-17,601166.SH,0.743121873993622,197,72.0,5208,银行,其他,2026-08-17,0.00112170499158748
2026-08-17,688100.SH,0.7429037434995199,197,73.0,5208,通信,科技,2026-08-17,-0.008199776369735345
2026-08-17,600009.SH,0.7428990515098577,197,74.0,5208,交通运输,其他,2026-08-17,-0.0030342436064152434
2026-08-17,002352.SZ,0.7421352091872736,197,75.0,5208,交通运输,其他,2026-08-17,0.005535055350553542
2026-08-17,601818.SH,0.7417765744232485,197,76.0,5208,银行,其他,2026-08-17,-0.0033444816053512794
2026-08-17,688538.SH,0.7417600037695016,197,77.0,5208,电子,科技,2026-08-17,-0.012711864406779627
2026-08-17,603312.SH,0.7413786086146196,197,78.0,5208,电气设备,其他,2026-08-17,0.006395906619763414
2026-08-17,001391.SZ,0.7411116305497323,197,79.0,5208,交通运输,其他,2026-08-17,-0.01666666666666672
2026-08-17,603551.SH,0.7407926575280713,197,80.0,5208,家用电器,消费,2026-08-17,-0.0021459227467810482
2026-08-17,001896.SZ,0.7406146438962582,197,81.0,5208,公用事业,其他,2026-08-17,-0.0267379679144385
2026-08-17,600576.SH,0.7403621585374113,197,82.0,5208,社会服务,消费,2026-08-17,-0.016363636363636358
2026-08-17,600027.SH,0.7399731533078049,197,83.0,5208,公用事业,其他,2026-08-17,0.0
2026-08-17,600025.SH,0.7395333731466842,197,84.0,5208,公用事业,其他,2026-08-17,0.009414225941422494
2026-08-17,600509.SH,0.7393852261034594,197,85.0,5208,公用事业,其他,2026-08-17,0.01200000000000001
2026-08-17,000531.SZ,0.7393617981235797,197,86.0,5208,公用事业,其他,2026-08-17,-0.01041666666666663
2026-08-17,600483.SH,0.7391129261722323,197,87.0,5208,公用事业,其他,2026-08-17,-0.0029013539651836506
2026-08-17,603697.SH,0.7388662577932543,197,88.0,5208,食品饮料,消费,2026-08-17,0.025933609958506132
2026-08-17,600029.SH,0.7387921410665266,197,89.0,5208,交通运输,其他,2026-08-17,-0.003976143141153132
2026-08-17,600771.SH,0.7383642538405688,197,90.0,5208,医药生物,其他,2026-08-17,-0.010108303249097395
2026-08-17,000999.SZ,0.7378958087360933,197,91.0,5208,医药生物,其他,2026-08-17,0.0036885245901638886
2026-08-17,000521.SZ,0.7376246002219113,197,92.0,5208,家用电器,消费,2026-08-17,-0.010204081632653184
2026-08-17,600887.SH,0.7376049038529449,197,93.0,5208,食品饮料,消费,2026-08-17,-0.0031708283789140257
2026-08-17,001289.SZ,0.7374087408693111,197,94.0,5208,公用事业,其他,2026-08-17,-0.0031887755102040227
2026-08-17,600020.SH,0.7369817308105915,197,95.0,5208,交通运输,其他,2026-08-17,-0.002666666666666595
2026-08-17,600332.SH,0.7369095888884715,197,96.0,5208,医药生物,其他,2026-08-17,-0.00895381715362853
2026-08-17,688277.SH,0.7365937212753042,197,97.0,5208,医药生物,其他,2026-08-17,0.03586626139817639
2026-08-17,300205.SZ,0.7361578702434052,197,98.0,5208,通信,科技,2026-08-17,-0.014170040485830038
2026-08-17,688459.SH,0.7360708748644039,197,99.0,5208,机械设备,其他,2026-08-17,-0.0037037037037036535
2026-08-17,601868.SH,0.7359366082310185,197,100.0,5208,建筑装饰,其他,2026-08-17,-0.007843137254901933
