canonical,surface,pandas_available,polars_available,duckdb_available,pandas_certified,polars_certified,duckdb_certified
intra_market_model_r2,daily,False,False,False,False,False,False
intra_market_model_r2_ex_self,daily,False,False,False,False,False,False
intra_max_drawdown,daily,False,False,False,False,False,False
intra_max_drawup,daily,False,False,False,False,False,False
intra_negative_jump_variation,daily,False,False,False,False,False,False
intra_negative_tail_variation,daily,False,False,False,False,False,False
intra_path_efficiency,daily,False,False,False,False,False,False
intra_positive_jump_variation,daily,False,False,False,False,False,False
intra_positive_tail_variation,daily,False,False,False,False,False,False
intra_price_vwap_max_negative_excursion,daily,False,False,False,False,False,False
intra_price_vwap_max_positive_excursion,daily,False,False,False,False,False,False
intra_profile_earth_mover_distance,daily,False,False,False,False,False,False
intra_realized_beta,daily,False,False,False,False,False,False
intra_realized_beta_ex_self,daily,False,False,False,False,False,False
intra_realized_correlation,daily,False,False,False,False,False,False
intra_realized_correlation_ex_self,daily,False,False,False,False,False,False
intra_realized_kurtosis,daily,False,False,False,False,False,False
intra_realized_quarticity,daily,False,False,False,False,False,False
intra_realized_semivariance,daily,False,False,False,False,False,False
intra_realized_skewness,daily,False,False,False,False,False,False
intra_realized_variance,daily,False,False,False,False,False,False
intra_return_activity_corr,daily,False,False,False,False,False,False
intra_return_profile_cosine,daily,False,False,False,False,False,False
intra_same_slot_momentum,daily,False,False,False,False,False,False
intra_same_slot_reversal,daily,False,False,False,False,False,False
intra_segment_amount_share,daily,False,False,False,False,False,False
intra_segment_realized_vol,daily,False,False,False,False,False,False
intra_segment_return,daily,False,False,False,False,False,False
intra_segment_volume_share,daily,False,False,False,False,False,False
intra_segment_vwap_deviation,daily,False,False,False,False,False,False
intra_session_return_asymmetry,daily,False,False,False,False,False,False
intra_signed_imbalance_proxy,daily,False,False,False,False,False,False
intra_signed_jump_ratio,daily,False,False,False,False,False,False
intra_signed_return_profile_cosine,daily,False,False,False,False,False,False
intra_signed_tail_variation_ratio,daily,False,False,False,False,False,False
intra_slot_amount_surprise,daily,False,False,False,False,False,False
intra_slot_volatility_surprise,daily,False,False,False,False,False,False
intra_slot_volume_surprise,daily,False,False,False,False,False,False
intra_tail_event_count,daily,False,False,False,False,False,False
intra_tail_volume_share,daily,False,False,False,False,False,False
intra_time_above_vwap,daily,False,False,False,False,False,False
intra_tripower_quarticity,daily,False,False,False,False,False,False
intra_up_down_semibeta,daily,False,False,False,False,False,False
intra_up_up_semibeta,daily,False,False,False,False,False,False
intra_ute_high,daily,False,False,False,False,False,False
intra_ute_low,daily,False,False,False,False,False,False
intra_volume_price_alignment,daily,False,False,False,False,False,False
intra_volume_profile_cosine,daily,False,False,False,False,False,False
intra_volume_profile_jsd,daily,False,False,False,False,False,False
intra_vwap_above_ratio,daily,False,False,False,False,False,False
intra_vwap_cross_count,daily,False,False,False,False,False,False
intra_vwap_path_curvature,daily,False,False,False,False,False,False
intra_vwap_path_curvature_pct,daily,False,False,False,False,False,False
intra_vwap_path_slope,daily,False,False,False,False,False,False
intra_vwap_path_slope_pct,daily,False,False,False,False,False,False
intra_vwap_reversion_speed,daily,False,False,False,False,False,False
intraday_activity_duration_curvature,daily,False,False,False,False,False,False
intraday_bvc_imbalance,daily,False,False,False,False,False,False
intraday_impact_asymmetry,daily,False,False,False,False,False,False
intraday_impact_beta,daily,False,False,False,False,False,False
intraday_jump_test_stat,daily,False,False,False,False,False,False
intraday_medrv,daily,False,False,False,False,False,False
intraday_minrv,daily,False,False,False,False,False,False
intraday_profile_pca_residual,daily,False,False,False,False,False,False
intraday_realized_semivariance_balance,daily,False,False,False,False,False,False
intraday_return_wasserstein_shift,daily,False,False,False,False,False,False
intraday_rv_signature_curvature,daily,False,False,False,False,False,False
intraday_rv_signature_slope,daily,False,False,False,False,False,False
intraday_session_shape_novelty,daily,False,False,False,False,False,False
intraday_volatility,daily,False,False,False,False,False,False
intraday_volatility_concentration,daily,False,False,False,False,False,False
intraday_volatility_entropy,daily,False,False,False,False,False,False
intraday_volatility_time_centroid,daily,False,False,False,False,False,False
intraday_volume_clock_path_efficiency,daily,False,False,False,False,False,False
intraday_volume_clock_roughness,daily,False,False,False,False,False,False
intraday_vwap_deviation,extended,False,False,False,False,False,False
inverse,daily,True,True,True,True,True,True
is_finite,daily,True,True,True,True,True,True
is_infinite,daily,True,True,True,True,True,True
is_nan,daily,False,False,False,False,False,False
is_not_null,daily,True,True,True,True,True,True
is_null,daily,True,True,True,True,True,True
le,daily,True,True,True,True,True,True
lerp,daily,False,False,False,False,False,False
limit_down_close,daily,False,False,False,False,False,False
limit_up_close,daily,False,False,False,False,False,False
listing_age,daily,False,False,False,False,False,False
log,daily,True,True,True,True,True,True
log10,daily,False,False,False,False,False,False
log2,daily,False,False,False,False,False,False
log_abs,daily,True,True,True,True,True,True
log_positive_or_nan,daily,False,False,False,False,False,False
lqtp_historical_cvar,daily,False,False,False,False,False,False
lt,daily,True,True,True,True,True,True
market_cap_free_cap_gap,daily,False,False,False,False,False,False
maximum,daily,True,True,True,True,True,True
minimum,daily,True,True,True,True,True,True
multi_index_entry_intensity,daily,False,False,False,False,False,False
multiply,daily,True,True,True,True,True,True
ne,daily,True,True,True,True,True,True
neg,daily,True,True,True,True,True,True
nonfinite_to_num,research,False,False,False,False,False,False
normalize,daily,True,True,True,True,True,True
not_,daily,True,True,True,True,True,True
open_close_return,daily,False,False,False,False,False,False
open_to_vwap_return,daily,False,False,False,False,False,False
or_,daily,True,True,True,True,True,True
overnight_return,daily,False,False,False,False,False,False
overnight_volatility,daily,False,False,False,False,False,False
parkinson_vol,daily,False,False,False,False,False,False
pattern_123_bear,daily,False,False,False,False,False,False
pattern_123_bull,daily,False,False,False,False,False,False
pattern_ascending_triangle,daily,False,False,False,False,False,False
pattern_bear_flag,daily,False,False,False,False,False,False
pattern_bear_pennant,daily,False,False,False,False,False,False
pattern_breakdown_retest,daily,False,False,False,False,False,False
pattern_breakout_retest,daily,False,False,False,False,False,False
pattern_broadening,daily,False,False,False,False,False,False
pattern_bull_flag,daily,False,False,False,False,False,False
pattern_bull_pennant,daily,False,False,False,False,False,False
pattern_cup,daily,False,False,False,False,False,False
pattern_cup_handle,daily,False,False,False,False,False,False
pattern_descending_triangle,daily,False,False,False,False,False,False
pattern_double_bottom,daily,False,False,False,False,False,False
pattern_double_top,daily,False,False,False,False,False,False
pattern_falling_channel,daily,False,False,False,False,False,False
pattern_falling_wedge,daily,False,False,False,False,False,False
pattern_head_shoulders,daily,False,False,False,False,False,False
pattern_inverse_head_shoulders,daily,False,False,False,False,False,False
pattern_rectangle,daily,False,False,False,False,False,False
pattern_rising_channel,daily,False,False,False,False,False,False
pattern_rising_wedge,daily,False,False,False,False,False,False
pattern_rounding_bottom,daily,False,False,False,False,False,False
pattern_rounding_top,daily,False,False,False,False,False,False
pattern_sym_triangle,daily,False,False,False,False,False,False
pattern_triple_bottom,daily,False,False,False,False,False,False
pattern_triple_top,daily,False,False,False,False,False,False
period_average,daily,False,False,False,False,False,False
period_cagr,daily,False,False,False,False,False,False
period_change,daily,False,False,False,False,False,False
period_lag,daily,False,False,False,False,False,False
period_stability,daily,False,False,False,False,False,False
piotroski_f_score,daily,False,False,False,False,False,False
power,daily,True,True,True,True,True,True
price_impact,daily,False,False,False,False,False,False
price_spread_deviation,daily,False,False,False,False,False,False
price_turnover_divergence,daily,False,False,False,False,False,False
price_volume_divergence,daily,False,False,False,False,False,False
protected_div,internal,False,False,False,False,False,False
quarter_from_cumulative,daily,False,False,False,False,False,False
range_volatility,daily,False,False,False,False,False,False
rank,daily,True,True,True,True,True,True
rank_corr,daily,False,False,False,False,False,False
real_turnover_rate,daily,False,False,False,False,False,False
relation_category_share,daily,False,False,False,False,False,False
relation_concentration_acceleration,daily,False,False,False,False,False,False
relation_distinct_count,extended,False,False,False,False,False,False
relation_distribution_pearson_kurtosis,daily,False,False,False,False,False,False
relation_distribution_skew,daily,False,False,False,False,False,False
relation_entropy,daily,False,False,False,False,False,False
relation_entropy_change,daily,False,False,False,False,False,False
relation_entry_count,daily,False,False,False,False,False,False
relation_exit_count,daily,False,False,False,False,False,False
relation_hhi,daily,False,False,False,False,False,False
relation_hhi_change,daily,False,False,False,False,False,False
relation_jaccard,extended,False,False,False,False,False,False
relation_overlap_ratio,extended,False,False,False,False,False,False
relation_peer_weighted_mean_ex_self,daily,False,False,False,False,False,False
relation_rank_mobility,daily,False,False,False,False,False,False
relation_rank_weighted_sum,daily,False,False,False,False,False,False
relation_share_mobility,daily,False,False,False,False,False,False
relation_topk_concentration,daily,False,False,False,False,False,False
relation_topk_sum,daily,False,False,False,False,False,False
relation_weighted_change,daily,False,False,False,False,False,False
relation_weighted_std_ex_self,daily,False,False,False,False,False,False
relative_volume,daily,False,False,False,False,False,False
report_change_breadth,daily,False,False,False,False,False,False
report_change_coherence,daily,False,False,False,False,False,False
report_filing_delay_surprise,daily,False,False,False,False,False,False
report_rolling_mean,daily,False,False,False,False,False,False
report_yoy_lag,daily,False,False,False,False,False,False
residual_momentum_capm,daily,False,False,False,False,False,False
return_per_turnover,daily,False,False,False,False,False,False
return_turnover_beta,daily,False,False,False,False,False,False
return_volume_beta,daily,False,False,False,False,False,False
return_volume_corr,daily,False,False,False,False,False,False
revision_delta,daily,False,False,False,False,False,False
rogers_satchell_vol,daily,False,False,False,False,False,False
roll_spread_proxy,daily,False,False,False,False,False,False
rolling_adl_flow,daily,False,False,False,False,False,False
rolling_beta_to_market,extended,False,False,False,False,False,False
rolling_obv,daily,False,False,False,False,False,False
rolling_pvt,daily,False,False,False,False,False,False
rolling_vwap,daily,False,False,False,False,False,False
round,daily,False,False,False,False,False,False
row_sum_skipna,daily,False,False,False,False,False,False
safe_div_null,daily,True,True,True,True,True,True
saturate,daily,False,False,False,False,False,False
scale,daily,False,False,False,False,False,False
sec,unsafe,False,False,False,False,False,False
session_event_recovery_score,daily,False,False,False,False,False,False
sigmoid,daily,False,False,False,False,False,False
sign,daily,True,True,True,True,True,True
signed_dollar_volume,daily,False,False,False,False,False,False
signed_log,daily,True,True,True,True,True,True
signed_power,daily,False,False,False,False,False,False
signed_sqrt,daily,True,True,True,True,True,True
signed_volume,daily,False,False,False,False,False,False
signed_volume_imbalance,daily,False,False,False,False,False,False
sin,daily,False,False,False,False,False,False
sin_phase,extended,False,False,False,False,False,False
sinh,unsafe,False,False,False,False,False,False
size_neutralize,daily,False,False,False,False,False,False
sqrt,daily,True,True,True,True,True,True
sqrt_abs,daily,False,False,False,False,False,False
square,daily,False,False,False,False,False,False
state_adaptive_deadband,extended,False,False,False,False,False,False
state_adaptive_slew_limit,extended,False,False,False,False,False,False
state_confidence_weighted_ema,extended,False,False,False,False,False,False
state_cost_aware_deadband,extended,False,False,False,False,False,False
state_cost_aware_slew,extended,False,False,False,False,False,False
state_deadband,daily,False,False,False,False,False,False
state_episode_efficiency,daily,False,False,False,False,False,False
state_episode_excursion_balance,daily,False,False,False,False,False,False
state_episode_mae,daily,False,False,False,False,False,False
state_episode_mfe,daily,False,False,False,False,False,False
state_episode_retrace_ratio,daily,False,False,False,False,False,False
state_ewm_if,daily,False,False,False,False,False,False
state_hold,daily,False,False,False,False,False,False
state_l1_turnover_prox,extended,False,False,False,False,False,False
state_l2_partial_adjustment,extended,False,False,False,False,False,False
state_latch,daily,False,False,False,False,False,False
state_quantile_hysteresis,extended,False,False,False,False,False,False
state_rank_deadband,extended,False,False,False,False,False,False
state_since_trend_tstat,daily,False,False,False,False,False,False
state_slew_limit,daily,False,False,False,False,False,False
state_uncertainty_deadband,extended,False,False,False,False,False,False
subtract,daily,True,True,True,True,True,True
suspension_frequency,daily,False,False,False,False,False,False
suspension_status_coverage,daily,False,False,False,False,False,False
tail_beta,daily,False,False,False,False,False,False
tan,unsafe,False,False,False,False,False,False
tanh,daily,True,True,True,True,True,True
tradable_state,daily,False,False,False,False,False,False
trade_when,daily,False,False,False,False,False,False
trading_day_diff,extended,False,False,False,False,False,False
true_range,daily,False,False,False,False,False,False
true_turnover_rate,daily,False,False,False,False,False,False
truncate,daily,False,False,False,False,False,False
ts_abdi_ranaldo_spread,daily,False,False,False,False,False,False
ts_abs_concentration,daily,False,False,False,False,False,False
ts_abs_entropy,daily,False,False,False,False,False,False
ts_abs_entropy_nats,extended,False,False,False,False,False,False
ts_abs_entropy_normalized,extended,False,False,False,False,False,False
ts_activity_clock_age,daily,False,False,False,False,False,False
ts_activity_clock_lagged_value,daily,False,False,False,False,False,False
ts_adaptive_noise_kalman,extended,False,False,False,False,False,False
ts_alpha_beta_filter,extended,False,False,False,False,False,False
ts_ar_coeff_stability,daily,False,False,False,False,False,False
ts_ar_coefficient,daily,False,False,False,False,False,False
ts_ar_forecast,daily,False,False,False,False,False,False
ts_ar_innovation,daily,False,False,False,False,False,False
ts_ar_innovation_z,daily,False,False,False,False,False,False
ts_ar_prior_coeff,daily,False,False,False,False,False,False
ts_ar_prior_forecast,daily,False,False,False,False,False,False
ts_ar_prior_innovation,daily,False,False,False,False,False,False
ts_ar_prior_innovation_z,daily,False,False,False,False,False,False
ts_argmax,daily,False,False,False,False,False,False
ts_argmax_age,daily,False,False,False,False,False,False
ts_argmax_index_from_oldest,daily,False,False,False,False,False,False
ts_argmin,daily,False,False,False,False,False,False
ts_argmin_age,daily,False,False,False,False,False,False
ts_argmin_index_from_oldest,daily,False,False,False,False,False,False
ts_autocorr,daily,True,True,True,True,True,True
ts_autocorr_decay_half_life,daily,False,False,False,False,False,False
ts_autocorrelation_time,daily,False,False,False,False,False,False
ts_average_volume,daily,False,False,False,False,False,False
ts_bessel_lowpass_causal,extended,False,False,False,False,False,False
ts_beta,daily,True,True,True,True,True,True
ts_beta_if,daily,False,False,False,False,False,False
ts_binned_response_curvature,daily,False,False,False,False,False,False
ts_binned_response_monotonicity,daily,False,False,False,False,False,False
ts_bottomk_mean,daily,False,False,False,False,False,False
ts_bottomk_std,daily,False,False,False,False,False,False
ts_bottomk_sum,daily,False,False,False,False,False,False
ts_breakdown_low,daily,False,False,False,False,False,False
ts_breakout_high,daily,False,False,False,False,False,False
ts_butterworth_lowpass_causal,extended,False,False,False,False,False,False
ts_causal_local_linear_smoother,extended,False,False,False,False,False,False
ts_causal_savgol_endpoint,extended,False,False,False,False,False,False
ts_channel_position,daily,False,False,False,False,False,False
ts_channel_width,daily,False,False,False,False,False,False
ts_channel_width_atr,daily,False,False,False,False,False,False
ts_channel_width_pct,daily,False,False,False,False,False,False
ts_channel_width_slope,daily,False,False,False,False,False,False
ts_chatterjee_xi,daily,False,False,False,False,False,False
ts_chord_excursion_area,daily,False,False,False,False,False,False
ts_conditional_mutual_information,daily,False,False,False,False,False,False
ts_confirmed_pivot_high,daily,False,False,False,False,False,False
ts_confirmed_pivot_low,daily,False,False,False,False,False,False
ts_consolidation_slope,daily,False,False,False,False,False,False
ts_consolidation_volume_decay,daily,False,False,False,False,False,False
ts_consolidation_width,daily,False,False,False,False,False,False
ts_corr,daily,True,True,True,True,True,True
ts_corr_if,daily,False,False,False,False,False,False
ts_count_if,daily,False,False,False,False,False,False
ts_cov,daily,True,True,True,True,True,True
ts_cov_if,daily,False,False,False,False,False,False
ts_coverage_ratio,daily,False,False,False,False,False,False
ts_cpt_value,daily,False,False,False,False,False,False
ts_cross_spectral_coherence,daily,False,False,False,False,False,False
ts_cross_spectral_phase,daily,False,False,False,False,False,False
ts_crossing_acceleration,daily,False,False,False,False,False,False
ts_crossing_speed,daily,False,False,False,False,False,False
ts_cumprod,extended,False,False,False,False,False,False
ts_cumsum,extended,False,False,False,False,False,False
ts_current_drawdown_area,daily,False,False,False,False,False,False
ts_current_drawdown_duration,daily,False,False,False,False,False,False
ts_cusum_pressure,daily,False,False,False,False,False,False
ts_days_since,daily,False,False,False,False,False,False
ts_days_since_high,daily,False,False,False,False,False,False
ts_days_since_low,daily,False,False,False,False,False,False
ts_decay_exp_window,daily,False,False,False,False,False,False
ts_decay_linear,daily,False,False,False,False,False,False
ts_delay,daily,True,True,True,True,True,True
ts_delay_intrinsic_dimension,daily,False,False,False,False,False,False
ts_delta,daily,True,True,True,True,True,True
ts_distance_corr,daily,False,False,False,False,False,False
ts_distance_correlation_partial_proxy,daily,False,False,False,False,False,False
ts_distance_cov,daily,False,False,False,False,False,False
ts_distance_to_high,daily,False,False,False,False,False,False
ts_distance_to_low,daily,False,False,False,False,False,False
ts_distance_to_resistance,daily,False,False,False,False,False,False
ts_distance_to_support,daily,False,False,False,False,False,False
ts_dominant_cycle_period,daily,False,False,False,False,False,False
ts_downside_deviation,daily,False,False,False,False,False,False
ts_edge_effective_spread,daily,False,False,False,False,False,False
ts_ema,daily,False,False,False,False,False,False
ts_endpoint_deviation,daily,False,False,False,False,False,False
ts_energy_break_score,daily,False,False,False,False,False,False
ts_envelope_boundary_dwell,daily,False,False,False,False,False,False
ts_envelope_compression,daily,False,False,False,False,False,False
ts_envelope_pressure,daily,False,False,False,False,False,False
ts_event_spacing_cv,daily,False,False,False,False,False,False
ts_event_spacing_mean,daily,False,False,False,False,False,False
ts_ewm_corr,daily,False,False,False,False,False,False
ts_ewm_cov,daily,False,False,False,False,False,False
ts_ewm_std,daily,False,False,False,False,False,False
ts_ewm_var,daily,False,False,False,False,False,False
ts_expected_shortfall,daily,False,False,False,False,False,False
ts_expected_shortfall_asymmetry,daily,False,False,False,False,False,False
ts_expectile_beta_spread,daily,False,False,False,False,False,False
ts_expectile_regression_coeff,daily,False,False,False,False,False,False
ts_expectile_regression_coeff_prior,daily,False,False,False,False,False,False
ts_expectile_regression_forecast_error,daily,False,False,False,False,False,False
ts_expectile_regression_resid,daily,False,False,False,False,False,False
ts_extrema_confirmation_rate,daily,False,False,False,False,False,False
ts_extrema_divergence_strength,daily,False,False,False,False,False,False
ts_extremal_index,daily,False,False,False,False,False,False
ts_extreme_cluster_ratio,daily,False,False,False,False,False,False
ts_ffill_limited,daily,False,False,False,False,False,False
ts_fir_lowpass_causal,extended,False,False,False,False,False,False
ts_first_passage_bias,daily,False,False,False,False,False,False
ts_first_passage_conditional_time,daily,False,False,False,False,False,False
ts_first_passage_hit_probability,daily,False,False,False,False,False,False
ts_forbidden_ordinal_pattern_ratio,daily,False,False,False,False,False,False
ts_fractional_difference,daily,False,False,False,False,False,False
ts_gap_fill_ratio,daily,False,False,False,False,False,False
ts_gap_reversion_ratio,daily,False,False,False,False,False,False
ts_gap_survival_duration,daily,False,False,False,False,False,False
ts_generalized_hurst_exponent,daily,False,False,False,False,False,False
ts_generalized_hurst_spread_q1_q4,daily,False,False,False,False,False,False
ts_glr_mean_shift_score,daily,False,False,False,False,False,False
ts_glr_variance_shift_score,daily,False,False,False,False,False,False
ts_gpd_shape_pwm,daily,False,False,False,False,False,False
ts_h_infinity_level_filter,extended,False,False,False,False,False,False
ts_hampel_filter_causal,extended,False,False,False,False,False,False
ts_hankel_effective_rank,daily,False,False,False,False,False,False
ts_hankel_singular_gap,daily,False,False,False,False,False,False
ts_hartigan_dip,daily,False,False,False,False,False,False
ts_higuchi_fractal_dimension,daily,False,False,False,False,False,False
ts_hill_tail_index,daily,False,False,False,False,False,False
ts_hsic,daily,False,False,False,False,False,False
ts_huber_regression_coeff,daily,False,False,False,False,False,False
ts_huber_regression_coeff_prior,daily,False,False,False,False,False,False
ts_huber_regression_forecast_error,daily,False,False,False,False,False,False
ts_huber_regression_forecast_error_z,daily,False,False,False,False,False,False
ts_huber_regression_resid_z,daily,False,False,False,False,False,False
ts_hurst_dfa,daily,False,False,False,False,False,False
ts_hvg_degree_entropy,daily,False,False,False,False,False,False
ts_hvg_forward_backward_asymmetry,daily,False,False,False,False,False,False
ts_hysteresis_age,daily,False,False,False,False,False,False
ts_hysteresis_state,daily,False,False,False,False,False,False
ts_impulse_return,daily,False,False,False,False,False,False
ts_impulse_strength,daily,False,False,False,False,False,False
ts_impulse_volume,daily,False,False,False,False,False,False
ts_industry_liquidity_beta,daily,False,False,False,False,False,False
ts_interval_exploration_efficiency,daily,False,False,False,False,False,False
ts_interval_nesting_depth,daily,False,False,False,False,False,False
ts_interval_occupancy_entropy,daily,False,False,False,False,False,False
ts_interval_occupancy_mode_distance,daily,False,False,False,False,False,False
ts_interval_overlap_connected_component_ratio,daily,False,False,False,False,False,False
ts_interval_union_coverage,daily,False,False,False,False,False,False
ts_joint_energy_shift,daily,False,False,False,False,False,False
ts_jump_bipower_proxy,daily,False,False,False,False,False,False
ts_kama,extended,False,False,False,False,False,False
ts_km_diffusion_gradient,daily,False,False,False,False,False,False
ts_km_equilibrium_distance,daily,False,False,False,False,False,False
ts_km_quasipotential_depth,daily,False,False,False,False,False,False
ts_kramers_moyal_local_stability,daily,False,False,False,False,False,False
ts_ks_shift,daily,False,False,False,False,False,False
ts_kurt,daily,False,False,False,False,False,False
ts_l1_trend_filter_trailing,extended,False,False,False,False,False,False
ts_l_kurtosis,daily,False,False,False,False,False,False
ts_l_skewness,daily,False,False,False,False,False,False
ts_lag_of_peak_corr,daily,False,False,False,False,False,False
ts_lagged_mutual_information,daily,False,False,False,False,False,False
ts_last_if,daily,False,False,False,False,False,False
ts_last_pivot_high,daily,False,False,False,False,False,False
ts_last_pivot_low,daily,False,False,False,False,False,False
ts_lempel_ziv_complexity,daily,False,False,False,False,False,False
ts_level_shift_score,daily,False,False,False,False,False,False
ts_leverage_effect,daily,False,False,False,False,False,False
ts_line_convergence,daily,False,False,False,False,False,False
ts_line_parallelism,daily,False,False,False,False,False,False
ts_location_shift,daily,False,False,False,False,False,False
ts_log_return,daily,True,True,True,True,True,True
ts_lower_partial_moment,daily,False,False,False,False,False,False
ts_lower_tail_coexceedance_probability,daily,False,False,False,False,False,False
ts_mad,daily,False,False,False,False,False,False
ts_market_liquidity_beta,daily,False,False,False,False,False,False
ts_markov_committor,daily,False,False,False,False,False,False
ts_markov_mean_first_passage_time,daily,False,False,False,False,False,False
ts_markov_persistence,daily,False,False,False,False,False,False
ts_markov_spectral_gap,daily,False,False,False,False,False,False
ts_markov_state_entropy,daily,False,False,False,False,False,False
ts_markov_stationary_surprisal,daily,False,False,False,False,False,False
ts_markov_transition_surprisal,daily,False,False,False,False,False,False
ts_mass_concentration,daily,False,False,False,False,False,False
ts_matrix_profile_motif_age,daily,False,False,False,False,False,False
ts_matrix_profile_novelty,daily,False,False,False,False,False,False
ts_max,daily,True,True,True,True,True,True
ts_max_buildup,daily,False,False,False,False,False,False
ts_max_chord_excursion,daily,False,False,False,False,False,False
ts_max_drawdown,daily,False,False,False,False,False,False
ts_max_drawdown_activity_cost,daily,False,False,False,False,False,False
ts_max_if,daily,False,False,False,False,False,False
ts_mean,daily,True,True,True,True,True,True
ts_mean_abs_deviation,extended,False,False,False,False,False,False
ts_mean_excess_slope,daily,False,False,False,False,False,False
ts_mean_if,daily,False,False,False,False,False,False
ts_mean_reversion_half_life,daily,False,False,False,False,False,False
ts_median,daily,True,True,True,True,True,True
ts_median3_causal,extended,False,False,False,False,False,False
ts_median_abs_deviation,extended,False,False,False,False,False,False
ts_min,daily,True,True,True,True,True,True
ts_min_if,daily,False,False,False,False,False,False
ts_mmd_rbf_shift,daily,False,False,False,False,False,False
ts_moment,daily,False,False,False,False,False,False
ts_monotonicity,daily,False,False,False,False,False,False
ts_multi_regression_adjusted_r2_prior,daily,False,False,False,False,False,False
ts_multi_regression_coeff,daily,False,False,False,False,False,False
ts_multi_regression_coeff_prior,daily,False,False,False,False,False,False
ts_multi_regression_coeff_stability,daily,False,False,False,False,False,False
ts_multi_regression_forecast_error,daily,False,False,False,False,False,False
ts_multi_regression_forecast_error_z,daily,False,False,False,False,False,False
ts_multi_regression_r2,daily,False,False,False,False,False,False
ts_multi_regression_r2_prior,daily,False,False,False,False,False,False
ts_multi_regression_resid,daily,False,False,False,False,False,False
ts_multi_regression_resid_z,daily,False,False,False,False,False,False
ts_multifractal_curvature,daily,False,False,False,False,False,False
ts_multifractal_spectrum_width,daily,False,False,False,False,False,False
ts_multiscale_trend_consensus,daily,False,False,False,False,False,False
ts_multiscale_trend_curvature,daily,False,False,False,False,False,False
ts_multiscale_trend_dispersion,daily,False,False,False,False,False,False
ts_mutual_information,daily,False,False,False,False,False,False
ts_nearest_structural_level_distance,daily,False,False,False,False,False,False
ts_negative_ratio,daily,False,False,False,False,False,False
ts_new_high,daily,False,False,False,False,False,False
ts_new_low,daily,False,False,False,False,False,False
ts_nth_pivot_high,daily,False,False,False,False,False,False
ts_nth_pivot_high_age,daily,False,False,False,False,False,False
ts_nth_pivot_low,daily,False,False,False,False,False,False
ts_nth_pivot_low_age,daily,False,False,False,False,False,False
ts_nth_value,daily,False,False,False,False,False,False
ts_opening_mispricing_score,daily,False,False,False,False,False,False
ts_ordinal_irreversibility,daily,False,False,False,False,False,False
ts_overnight_intraday_cov,daily,False,False,False,False,False,False
ts_overnight_intraday_sign_agreement,daily,False,False,False,False,False,False
ts_overnight_intraday_spread,daily,False,False,False,False,False,False
ts_partial_corr,daily,False,False,False,False,False,False
ts_path_efficiency,daily,False,False,False,False,False,False
ts_pattern_symmetry,daily,False,False,False,False,False,False
ts_pct,daily,True,True,True,True,True,True
ts_permutation_entropy,daily,False,False,False,False,False,False
ts_permutation_transition_entropy,daily,False,False,False,False,False,False
ts_persistence_entropy_h0,daily,False,False,False,False,False,False
ts_persistence_entropy_h1,daily,False,False,False,False,False,False
ts_pivot_high_age,daily,False,False,False,False,False,False
ts_pivot_high_count,daily,False,False,False,False,False,False
ts_pivot_high_spacing,daily,False,False,False,False,False,False
ts_pivot_low_age,daily,False,False,False,False,False,False
ts_pivot_low_count,daily,False,False,False,False,False,False
ts_pivot_low_spacing,daily,False,False,False,False,False,False
ts_poly2_coeff,daily,False,False,False,False,False,False
ts_poly2_forecast_error,extended,False,False,False,False,False,False
ts_poly2_forecast_error_z,extended,False,False,False,False,False,False
ts_poly2_prior_coeff,extended,False,False,False,False,False,False
ts_poly2_resid,daily,False,False,False,False,False,False
ts_positive_ratio,daily,False,False,False,False,False,False
ts_prev_high,daily,False,False,False,False,False,False
ts_prev_low,daily,False,False,False,False,False,False
ts_price_delay,daily,False,False,False,False,False,False
ts_product,daily,False,False,False,False,False,False
ts_qn_scale,daily,False,False,False,False,False,False
ts_quantile,daily,False,False,False,False,False,False
ts_quantile_beta_spread,daily,False,False,False,False,False,False
ts_quantile_if,daily,False,False,False,False,False,False
ts_quantile_kurtosis,daily,False,False,False,False,False,False
ts_quantile_range,daily,False,False,False,False,False,False
ts_quantile_regression_coeff,daily,False,False,False,False,False,False
ts_quantile_regression_resid,daily,False,False,False,False,False,False
ts_quantile_regression_slope,daily,False,False,False,False,False,False
ts_quantile_skew,daily,False,False,False,False,False,False
ts_quantile_transport_curvature,daily,False,False,False,False,False,False
ts_quantile_transport_slope,daily,False,False,False,False,False,False
ts_range_expansion,daily,False,False,False,False,False,False
ts_rank,daily,True,True,True,True,True,True
ts_rank_if,daily,False,False,False,False,False,False
ts_ratio,daily,False,False,False,False,False,False
ts_realized_quarticity,daily,False,False,False,False,False,False
ts_recovery_fraction,daily,False,False,False,False,False,False
ts_recurrence_determinism,daily,False,False,False,False,False,False
ts_recurrence_diagonal_entropy,daily,False,False,False,False,False,False
ts_recurrence_divergence,daily,False,False,False,False,False,False
ts_recurrence_laminarity,daily,False,False,False,False,False,False
ts_recurrence_rate,daily,False,False,False,False,False,False
ts_recurrence_trapping_time,daily,False,False,False,False,False,False
ts_regression_forecast_error,daily,False,False,False,False,False,False
ts_regression_forecast_error_z,daily,False,False,False,False,False,False
ts_regression_in_sample_resid,daily,False,False,False,False,False,False
ts_regression_intercept,daily,False,False,False,False,False,False
ts_regression_r2,daily,False,False,False,False,False,False
ts_regression_resid,daily,False,False,False,False,False,False
