canonical	inspection_scope	schema_discovery_status	research_callable	contract_status	panel_params	unknown_parameters	unresolved_reason	numerical_evidence_status	production_callable
ohlc_corwin_schultz_spread	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	high,low	smooth_window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
open_close_return	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	open_px,close	price_basis	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
open_to_vwap_return	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	open_px,vwap	price_basis	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
or_	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	unknown		x,y		UNVERIFIED_NO_TRUSTED_PASS	false
overnight_return	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	open_px,pre_close	price_basis	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
overnight_volatility	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,open,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_async_beta_ex_self	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	ret,weight			UNVERIFIED_NO_TRUSTED_PASS	false
panel_factor_pocket_strength	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret,factor	threshold	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_mixture_of_experts_score	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		market_state,x1,x2,x3,x4,y	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_peer_graph_aggregate	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,similarity	method,threshold	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_predictability_mosaic_score	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	base_signal,realized_return,state_feature			UNVERIFIED_NO_TRUSTED_PASS	false
panel_regime_conditioned_forecast	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		market_state,x1,x2,x3,x4,y	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_elastic_net_forecast	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,y	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_pca_explained_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		ret	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_pca_loading	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		ret	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_pca_resid	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		ret	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_pca_resid_momentum	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		ret	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_pca_resid_vol	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		ret	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_pcr_forecast	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,y	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
panel_rolling_pls_forecast	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,y	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
parkinson_vol	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_123_bear	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,min_swing,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_123_bull	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,min_swing,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_ascending_triangle	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_bear_flag	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,flag_window,high,impulse_window,low,max_retracement,max_width,min_impulse,volume,volume_decay_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_bear_pennant	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,impulse_window,low,max_width,min_impulse,pennant_window,volume,volume_decay_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_breakdown_retest	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,max_wait,tolerance,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_breakout_retest	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,max_wait,tolerance,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_broadening	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_bull_flag	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,flag_window,high,impulse_window,low,max_retracement,max_width,min_impulse,volume,volume_decay_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_bull_pennant	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,impulse_window,low,max_width,min_impulse,pennant_window,volume,volume_decay_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_cup	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,max_edge_diff,min_depth,min_fit,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_cup_handle	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,cup_window,handle_window,high,low,max_edge_diff,max_handle_retracement,min_depth,min_fit	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_descending_triangle	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_double_bottom	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,max_spacing,min_depth,min_spacing,right_window,tolerance	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_double_top	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,max_spacing,min_depth,min_spacing,right_window,tolerance	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_falling_channel	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,parallel_tolerance,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_falling_wedge	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_head_shoulders	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		head_min_prominence,high,history_window,left_window,low,max_neckline_slope,right_window,shoulder_tolerance	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_inverse_head_shoulders	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		head_min_prominence,high,history_window,left_window,low,max_neckline_slope,right_window,shoulder_tolerance	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_rectangle	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_rising_channel	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,parallel_tolerance,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_rising_wedge	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_rounding_bottom	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,min_fit,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_rounding_top	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,min_fit,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_sym_triangle	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,points,right_window,slope_threshold	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_triple_bottom	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,max_spacing,min_depth,min_spacing,right_window,tolerance	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
pattern_triple_top	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,max_spacing,min_depth,min_spacing,right_window,tolerance	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
period_average	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
period_cagr	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	periods,periods_per_year,require_consecutive,revision_policy,sign_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
period_change	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	mode,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
period_lag	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	periods,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
period_stability	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	method,periods,require_consecutive	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
piotroski_f_score	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		asset_turnover,current_ratio,gross_margin,leverage,mask,net_profit,ocf,period_id,roa,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
piotroski_f_score_tolerant	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		asset_turnover,current_ratio,gross_margin,leverage,mask,net_profit,ocf,period_id,roa,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
piotroski_observed_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		asset_turnover,current_ratio,gross_margin,leverage,mask,net_profit,ocf,period_id,roa,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
piotroski_partial_score	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		asset_turnover,current_ratio,gross_margin,leverage,mask,net_profit,ocf,period_id,roa,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
positive_event_age	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		event	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
positive_event_rate	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		event	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
power	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	y	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
price_impact	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		dollar_volume,ret,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
price_spread_deviation	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
price_turnover_divergence	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,price_window,turnover,turnover_window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
price_volume_divergence	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,price_window,volume,volume_window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
protected_div	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,y	default,epsilon	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
psar_days_since_flip	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
psar_direction	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
psar_distance_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
psar_flip	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
quarter_from_cumulative	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	fiscal_quarter,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
range_volatility	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
rank	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
rank_corr	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,y			UNVERIFIED_NO_TRUSTED_PASS	false
real_turnover_rate	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	volume,float_shares			UNVERIFIED_NO_TRUSTED_PASS	false
reg_forecast_error_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
reg_r2_trailing	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
reg_residual_zscore	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
reg_slope_tstat	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_category_share	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	value,category			UNVERIFIED_NO_TRUSTED_PASS	false
relation_category_signed_contribution	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	value,category			UNVERIFIED_NO_TRUSTED_PASS	false
relation_concentration_acceleration	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	hhi			UNVERIFIED_NO_TRUSTED_PASS	false
relation_diffusion_score	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	alpha,steps	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_distinct_count	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	entity_ids			UNVERIFIED_NO_TRUSTED_PASS	false
relation_distribution_excess_kurtosis	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		relations	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_distribution_pearson_kurtosis	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		relations	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_distribution_skew	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		relations	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_entropy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_entropy_change	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	entropy			UNVERIFIED_NO_TRUSTED_PASS	false
relation_entry_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	member	missing_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_exit_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	member	missing_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_hhi	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_hhi_change	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	hhi			UNVERIFIED_NO_TRUSTED_PASS	false
relation_jaccard	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	entity_id,snapshot_id	periods,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_overlap_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	current_ids,previous_ids	method	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_peer_weighted_mean_ex_self	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	value,weight,group			UNVERIFIED_NO_TRUSTED_PASS	false
relation_rank_entity_mobility	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_rank_mobility	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10			UNVERIFIED_NO_TRUSTED_PASS	false
relation_rank_weighted_sum	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_share_mobility	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	s1,s2,s3,s4,s5,s6,s7,s8,s9,s10			UNVERIFIED_NO_TRUSTED_PASS	false
relation_topk_concentration	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	s1,s2,s3,s4,s5,s6,s7,s8,s9,s10			UNVERIFIED_NO_TRUSTED_PASS	false
relation_topk_sum	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
relation_weighted_change	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	value,weight			UNVERIFIED_NO_TRUSTED_PASS	false
relation_weighted_std_ex_self	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,weight,group	min_peers	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
