canonical	inspection_scope	schema_discovery_status	research_callable	contract_status	panel_params	unknown_parameters	unresolved_reason	numerical_evidence_status	production_callable
holder_id_matched_churn	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_id_matched_entry_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_id_matched_exit_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_id_overlap_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_locked_share_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		locked_shares,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_nature_entropy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s2,s3,s4,s5,s6,s7,s8	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_net_entry_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_observed_topk_hhi	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_peer_return_breadth	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		breadth	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_pledge_change	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		lag,pledge_ratio	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_pledge_churn	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_pledge_concentration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_pledge_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		pledge_shares,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_pledged_holder_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_rank_stability	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_share_weighted_rank_migration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_shareholder_network_centrality	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		degree,total	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_shareholder_overlap_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		shared_holders,total_holders	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_topk_share_sum	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_weighted_churn	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
hump_decay	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	hump	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ichimoku_cloud_position	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ichimoku_cloud_width	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ichimoku_kijun	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ichimoku_senkou_a	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ichimoku_senkou_b	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ichimoku_tenkan	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
identity	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
idio_skew	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret,benchmark_ret	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
idio_vol	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret,benchmark_ret	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
index_entry_exit_event	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	member			UNVERIFIED_NO_TRUSTED_PASS	false
index_event_decay	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		decay,entry_event,missing_policy,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
index_member	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	member			UNVERIFIED_NO_TRUSTED_PASS	false
index_membership_age	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	member			UNVERIFIED_NO_TRUSTED_PASS	false
index_reconstitution_churn	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		member,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
index_weight	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	weight	normalize	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
index_weight_change	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	weight			UNVERIFIED_NO_TRUSTED_PASS	false
index_weight_gap_to_free_float	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		free_float_weight,index_weight	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
industry_fiscal_resid	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		add_intercept,industry,min_obs,period_id,periods,require_consecutive,revision_policy,x1,x2,x3,x4,x5,y	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
industry_rolling_pca_loading	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		group,ret	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
industry_size_neutralize	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,industry,market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_abs_return_profile_cosine	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_amihud	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,amount			UNVERIFIED_NO_TRUSTED_PASS	false
intra_amount_profile_cosine	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_amount_profile_jsd	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_bar_range_deviation	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	high,low	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_bar_range_persistence	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	high,low	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_beta_asymmetry	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_bipower_variation	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_close_participation	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	volume	tail_minutes	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_common_trading_intensity	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	volume,amount			UNVERIFIED_NO_TRUSTED_PASS	false
intra_concentration	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	value			UNVERIFIED_NO_TRUSTED_PASS	false
intra_consolidation_quality	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	price,volume,amount	horizon,output,trigger,trigger_z	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_continuous_variance	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_down_down_semibeta	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_down_up_semibeta	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_drawdown_depth	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_drawdown_duration	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_drawdown_recovery_half_life	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_dynamic_stock_graph_features	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_entropy	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	value			UNVERIFIED_NO_TRUSTED_PASS	false
intra_eod_reversal_decomposition	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	price,volume,amount	baseline,output,window_minutes	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_event_pre_post_contrast	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,event_mask	event_select,metric,min_obs,post,pre	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_event_window_reduce	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,event_mask	event_select,min_obs,post,pre,reducer	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_extreme_bar_return	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	side	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_high_low_affinity	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	high,low	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_high_time	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	high			UNVERIFIED_NO_TRUSTED_PASS	false
intra_idiosyncratic_kurtosis	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_idiosyncratic_kurtosis_ex_self	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_idiosyncratic_skewness	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_idiosyncratic_skewness_ex_self	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_idiosyncratic_variance	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_idiosyncratic_variance_ex_self	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,free_market_cap			UNVERIFIED_NO_TRUSTED_PASS	false
intra_impulse_event_detector	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	price	event,merge_gap,min_bars,output,threshold,volume,z	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_industry_lead_lag_ex_self	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close,industry	lag,min_obs	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_interval_amount_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	amount	end_minute,start_minute	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_interval_illiquidity	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close,amount	end_minute,start_minute	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_interval_realized_variance	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	end_minute,start_minute	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_interval_return	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	end_minute,start_minute	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_interval_volume_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	volume	end_minute,start_minute	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_interval_vwap_deviation	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close,amount,volume	end_minute,start_minute	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_jump_clustering	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	threshold_scale	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_jump_concentration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	threshold_scale	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_jump_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	threshold_scale	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_jump_first_time	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	threshold_scale	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_jump_last_time	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	threshold_scale	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_jump_ratio	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_jump_variation	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close			UNVERIFIED_NO_TRUSTED_PASS	false
intra_kyle_lambda_proxy	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	close,amount			UNVERIFIED_NO_TRUSTED_PASS	false
intra_limit_duration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	high_limit,low_limit,side	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
intra_limit_first_hit_time	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	close	high,high_limit,low,low_limit,side	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
