canonical,aliases,source,backends,surface,lifecycle,role,public_loaded,raw_registry_callable,pit_safe,production_certified,allow_in_production,state_model,chunking,legacy_seed_fallback,final_disposition
power,"['power', 'power']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
price_impact,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
price_spread_deviation,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
price_turnover_divergence,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
price_volume_divergence,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
protected_div,[],,"['pandas_numpy', 'polars', 'sql']",internal,experimental,internal,True,True,False,False,False,stateless,independent,False,MOVE_INTERNAL
quarter_from_cumulative,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
range_volatility,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
rank,"['rank', 'rank', 'rank', 'rank', 'rank', 'rank']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
rank_corr,"['rank_corr', 'rank_corr', 'rank_corr']",,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
real_turnover_rate,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_category_share,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_category_signed_contribution,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
relation_concentration_acceleration,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_diffusion_score,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
relation_distinct_count,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
relation_distribution_excess_kurtosis,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_distribution_pearson_kurtosis,['relation_distribution_pearson_kurtosis'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_distribution_skew,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_entropy,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_entropy_change,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_entry_count,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_exit_count,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_hhi,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_hhi_change,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_overlap_ratio,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
relation_peer_weighted_mean_ex_self,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_rank_entity_mobility,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_rank_mobility,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_rank_weighted_sum,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_share_mobility,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_topk_concentration,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_topk_sum,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_weighted_change,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relation_weighted_std_ex_self,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
relative_volume,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
report_benford_js_divergence,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
report_change_breadth,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
report_change_coherence,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
report_filing_delay_surprise,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
report_revision_magnitude,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_CONTEXTUAL
report_rolling_mean,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
report_yoy_lag,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
residual_momentum_capm,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
return_per_turnover,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
return_turnover_beta,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
return_volume_beta,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
return_volume_corr,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
revision_delta,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
rogers_satchell_vol,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
roll_spread_proxy,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
rolling_adl_flow,['rolling_adl_flow'],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
rolling_beta_to_market,"['rolling_beta_to_market', 'rolling_beta_to_market', 'rolling_beta_to_market']",,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
rolling_obv,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
rolling_pvt,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
rolling_vwap,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
round,['round'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
row_sum_skipna,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
safe_div_null,"['safe_div_null', 'safe_div_null']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
saturate,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
scale,"['scale', 'scale']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sec,[],,"['pandas_numpy', 'polars', 'sql']",unsafe,experimental,unsafe,True,True,True,False,False,stateless,independent,False,DELETE_COMPLETELY
session_event_recovery_score,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sigmoid,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sign,['sign'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
signed_dollar_volume,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
signed_log,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
signed_power,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
signed_sqrt,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
signed_volume,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
signed_volume_imbalance,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sin,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sin_phase,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sinh,[],,"['pandas_numpy', 'polars', 'sql']",unsafe,experimental,unsafe,True,True,True,False,False,stateless,independent,False,DELETE_COMPLETELY
size_neutralize,"['size_neutralize', 'size_neutralize', 'size_neutralize', 'size_neutralize', 'size_neutralize']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sqrt,['sqrt'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
sqrt_abs,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
square,['square'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_deadband,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_episode_efficiency,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_episode_excursion_balance,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_episode_mae,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_episode_mfe,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_episode_retrace_ratio,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_ewm_if,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_hold,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_latch,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_since_count,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_since_last,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_since_mean,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_since_sum,['state_since_sum'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_since_trend_tstat,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
state_slew_limit,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
subtract,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
suspension_frequency,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
suspension_status_coverage,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
tail_beta,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
tan,[],,"['pandas_numpy', 'polars', 'sql']",unsafe,experimental,unsafe,True,True,True,False,False,stateless,independent,False,DELETE_COMPLETELY
tanh,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
tradable_state,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
trade_when,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
true_range,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
true_turnover_rate,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
truncate,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_abdi_ranaldo_spread,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_abs_concentration,[],,"['pandas_numpy', 'polars', 'sql']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_abs_entropy,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_abs_entropy_nats,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_abs_entropy_normalized,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_active_information_storage,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_activity_clock_age,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_activity_clock_lagged_value,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_activity_clock_lagged_value_prior,['ts_activity_clock_lagged_value_prior'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ar_coeff_stability,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ar_coefficient,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ar_fitted_value,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_ar_forecast,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_ar_in_sample_resid,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_ar_innovation,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_ar_innovation_z,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_ar_prior_coeff,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ar_prior_forecast,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ar_prior_innovation,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ar_prior_innovation_z,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_argmax,"['ts_argmax', 'ts_argmax']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_argmax_age,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_argmax_index_from_oldest,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_argmin,"['ts_argmin', 'ts_argmin']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_argmin_age,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_argmin_index_from_oldest,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_autocorr,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_autocorr_decay_half_life,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_autocorrelation_time,['ts_autocorrelation_time'],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_autocorrelation_time_initial_positive_sequence,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_average_volume,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_bds_statistic,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_best_lag_corr_excess,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_best_lag_corr_raw,['ts_best_lag_corr_raw'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_beta,"['ts_beta', 'ts_beta', 'ts_beta', 'ts_beta', 'ts_beta', 'ts_beta']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_beta_break_score,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_beta_if,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_betti_1_max_persistence,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_bicoherence_top_decile_excess,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_bicoherence_top_decile_mean,['ts_bicoherence_top_decile_mean'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_binned_response_curvature,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_binned_response_monotonicity,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_bottomk_mean,"['ts_bottomk_mean', 'ts_bottomk_mean']",,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_bottomk_std,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_bottomk_sum,"['ts_bottomk_sum', 'ts_bottomk_sum']",,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_breakdown_low,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_breakout_high,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_bures_corr_shift,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_change_point_probability,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_channel_position,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_channel_width,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_channel_width_atr,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_channel_width_pct,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_channel_width_slope,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_chatterjee_xi,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
