canonical,semantic_version,surface,role,status,source_module,backends,parameter_domain_status,semantic_golden_status,pit_status,source_pit_status,backend_parity_status,batch_parity_status,chunk_status,incremental_status,checkpoint_status,optimizer_diff_status,numeric_stress_status,shape_status,null_inf_status,determinism_status,current_sha,evidence_hash,final_production_ready,reason
ts_quantile_regression_coeff_prior,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,5061a9ee9e048023,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_quantile_skew,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,83acd6fe75b140cb,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_quantile_transport_curvature,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,3fb587a1968bcc5e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_quantile_transport_slope,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8c1de0d47f29ceb0,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_quantilogram,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,dd8d7463dc9a22ed,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_range_expansion,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,7c4a957980331bf3,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_rank,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PASS,PASS,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PASS,PASS,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,244978586c8c3459,False,u;n;d;e;c;l;a;r;e;d; ;e;d;g;e; ;c;o;n;t;r;a;c;t
ts_rank_if,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,148b1228082c521b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ratio,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e7f9743b9d10f4e9,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_realized_quarticity,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e910eb0987df2836,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recovery_fraction,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c92c6bd22e99bd73,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_determinism,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,147af9a2fec4b7ac,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_diagonal_entropy,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,00b704326c2b2d59,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_divergence,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,614aebb809461444,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_laminarity,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,874cac3d5754bd96,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_longest_vertical_length,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,f92f2d253874a654,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_mean_diagonal_length,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6c502f559e305a5d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_rate,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,bade753b12b0323a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_recurrence_trapping_time,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1bfd6eeb40c786c6,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regime_duration,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a920cde92526153c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_forecast_error,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,4d5aed715fa1129d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_forecast_error_z,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,f7e86ea6189c4c10,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_in_sample_resid,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e1a5aec96e3d17f4,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_intercept,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,cccbda4255aa6f2f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_r2,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,bc39e956b4cf076a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_resid,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,02db683f725f402a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_resid_if,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,311798f5bdb98fe6,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_resid_mean,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,36142240bbfbd253,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_slope,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d400979f1e4dc6ac,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_regression_tstat,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,448a8252f331c76d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_residualized_hsic,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,f5a3a743bf801f07,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_resistance_break,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,ecfef6eff25597ed,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_resistance_fit_r2,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2d967e08b44a4902,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_resistance_level,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8ec9a3cf4f06b659,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_resistance_log_slope,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2433d6b3fb25f8ee,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_resistance_slope,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c6870a284bd6040f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_response_slope_asymmetry,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1fd6f9fbd1c5a591,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_return_spectral_entropy,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,fb409a8bdc31ac4d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ridge_regression_coeff_prior,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,35cc84acd7b43b9d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ridge_regression_forecast_error,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a057a1320bbfa518,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ridge_regression_forecast_error_z,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,ecb8a02b275f03f5,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ridge_regression_predictive_resid,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,ea9d6524116ab541,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_robust_zscore_inclusive,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,243b44387bf4c38e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_robust_zscore_prior,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d77f3a2edb3653d1,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_roll_effective_spread,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,511811b0c3390fc6,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_rolling_sr_gaussian_mean_shift_score,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b738f426ad43e550,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_roughness,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,86e37efd262c1eef,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_rqa_determinism_fixed_rr,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b702cc36e57a21c2,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_rqa_laminarity_fixed_rr,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,090c6d8e9c720ae1,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_run_concentration,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0efea11886f66d4c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_run_efficiency,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a642036323febae0,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_run_strength,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,5dca93c480b29e94,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_sample_entropy,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,137f5f2d82e48aa2,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_scale_shift,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,035e5859d2e736eb,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_score_rank_weighted_mean,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,3c70b4d81e4549a9,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_semivariance_balance,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,935e4b24fae0001b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_sharpe,,daily,daily,PENDING,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,982e4837885646ac,False,n;o; ;c;e;r;t;i;f;i;e;d; ;p;a;r;a;m;e;t;e;r; ;p;o;i;n;t
ts_sign_cluster_index,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,64c5692afb069811,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_sign_persistence,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c615b56edc99ca07,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_signature_mahalanobis_anomaly,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8aadf221e113f243,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_skew,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1ee3315ad3ff4c8a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_sma_cn,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,3339aa05a1203a9a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_spectral_centroid,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,10b943a43c428a95,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_spectral_entropy,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,30f58b870d4b5a28,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_spectral_flatness,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1663ee573b25544b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_spectral_low_frequency_ratio,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,7707cb784df28d92,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_spectral_peak_concentration,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,25cb27c33af95688,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_spectral_quality_factor,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,642f35b599e85bb2,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ssa_reconstruction_residual,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6d25cd5e2b8b3711,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_staleness,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,f0e8bf1be3a952ff,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_state_age_percentile,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,232b778e00ea6e75,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_state_density,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1fdf587de8a0538e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_state_entry_strength,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8cb00a75a2760605,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_state_exit_hazard,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,04a6398ab0aff727,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
